SITE CODE= E4EìåãûêÁë„ìcãÊëÂéËí¨        ,38.1033,142.8600, 24,9.0,40613.6154873, 54.13, 94.51
 LAT.=   35.6890
 LON.=  139.7559
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 47 10
 NS,EW,UD
6.731,4.224,-0.693
6.115,4.535,-0.205
4.786,4.771,-0.015
2.874,4.424,-0.256
0.581,3.076,-0.818
-1.778,0.847,-1.353
-3.820,-1.667,-1.486
-5.215,-3.828,-1.130
-5.820,-5.302,-0.596
-5.703,-6.024,-0.338
-5.066,-5.996,-0.539
-4.151,-5.222,-0.952
-3.179,-3.817,-1.179
-2.313,-2.068,-1.106
-1.628,-0.311,-1.015
-1.105,1.264,-1.259
-0.677,2.631,-1.841
-0.285,3.777,-2.373
0.098,4.584,-2.447
0.518,4.895,-2.001
1.036,4.689,-1.313
1.662,4.129,-0.644
2.255,3.414,0.029
2.545,2.585,0.916
2.322,1.522,2.079
1.618,0.159,3.261
0.707,-1.282,4.070
-0.106,-2.306,4.315
-0.701,-2.437,4.132
-1.152,-1.574,3.765
-1.545,-0.084,3.282
-1.817,1.455,2.538
-1.776,2.654,1.427
-1.267,3.488,0.089
-0.322,4.130,-1.151
0.862,4.647,-2.027
2.049,4.897,-2.407
3.085,4.734,-2.185
3.931,4.231,-1.245
4.589,3.646,0.296
5.031,3.145,1.870
5.157,2.631,2.674
4.831,1.874,2.314
3.987,0.811,1.203
2.740,-0.325,0.220
1.412,-1.163,-0.066
0.404,-1.463,0.186
-0.030,-1.266,0.445
0.053,-0.865,0.427
0.350,-0.658,0.291
0.549,-0.945,0.291
0.551,-1.704,0.439
0.476,-2.516,0.563
0.454,-2.784,0.570
0.421,-2.198,0.509
0.147,-1.060,0.374
-0.539,-0.149,0.007
-1.562,-0.166,-0.700
-2.634,-1.226,-1.564
-3.474,-2.822,-2.171
-3.968,-4.230,-2.205
-4.130,-4.975,-1.682
-3.969,-4.990,-0.850
-3.435,-4.454,0.064
-2.515,-3.573,0.943
-1.364,-2.494,1.633
-0.297,-1.366,1.856
0.342,-0.360,1.395
0.368,0.411,0.407
-0.138,0.992,-0.525
-0.839,1.533,-0.782
-1.265,2.131,-0.206
-1.022,2.716,0.773
0.014,3.093,1.534
1.624,3.101,1.774
3.360,2.695,1.622
4.782,1.928,1.347
5.672,0.920,1.062
6.073,-0.115,0.778
6.175,-0.882,0.621
6.130,-1.130,0.835
5.963,-0.845,1.503
5.600,-0.284,2.370
4.960,0.236,3.031
4.007,0.582,3.277
2.734,0.857,3.178
1.148,1.213,2.850
-0.674,1.670,2.261
-2.488,2.106,1.337
-3.890,2.376,0.189
-4.487,2.377,-0.886
-4.116,2.014,-1.655
-2.925,1.178,-2.077
-1.261,-0.160,-2.179
0.506,-1.816,-1.852
2.072,-3.363,-0.942
3.181,-4.319,0.461
3.638,-4.406,1.904
3.376,-3.713,2.826
2.523,-2.641,2.972
1.346,-1.666,2.521
0.109,-1.115,1.844
-1.027,-1.060,1.168
-2.004,-1.356,0.473
-2.807,-1.735,-0.343
-3.428,-1.871,-1.267
-3.875,-1.459,-2.117
-4.168,-0.333,-2.660
-4.327,1.417,-2.756
-4.372,3.465,-2.445
-4.318,5.389,-1.944
-4.159,6.832,-1.554
-3.818,7.528,-1.512
-3.128,7.261,-1.858
-1.903,5.916,-2.398
-0.054,3.654,-2.819
2.321,1.012,-2.856
4.936,-1.271,-2.412
7.375,-2.628,-1.528
9.200,-2.937,-0.302
10.084,-2.452,1.144
9.955,-1.502,2.605
9.036,-0.240,3.747
7.715,1.356,4.207
6.287,3.270,3.802
4.781,5.255,2.675
3.044,6.832,1.211
0.990,7.487,-0.194
-1.200,6.934,-1.337
-3.161,5.252,-2.196
-4.580,2.807,-2.796
-5.380,0.008,-3.070
-5.690,-2.873,-2.858
-5.694,-5.677,-2.031
-5.532,-8.203,-0.643
-5.331,-10.121,1.000
-5.251,-11.087,2.449
-5.459,-10.962,3.323
-6.041,-9.914,3.485
-6.952,-8.338,3.014
-8.041,-6.647,2.069
-9.064,-5.089,0.809
-9.677,-3.660,-0.522
-9.463,-2.157,-1.559
-8.110,-0.348,-1.977
-5.626,1.795,-1.769
-2.424,3.982,-1.288
0.863,5.731,-0.927
3.692,6.691,-0.741
5.768,6.865,-0.440
6.978,6.563,0.242
7.261,6.142,1.226
6.611,5.784,2.117
5.206,5.458,2.540
3.472,5.008,2.372
1.956,4.260,1.738
1.087,3.126,0.870
1.030,1.739,-0.006
1.684,0.513,-0.748
2.772,-0.010,-1.354
3.953,0.488,-1.929
4.926,1.881,-2.508
5.523,3.683,-2.921
5.726,5.400,-2.907
5.587,6.767,-2.437
5.121,7.688,-1.874
4.271,8.039,-1.733
2.984,7.639,-2.221
1.315,6.421,-3.036
-0.528,4.583,-3.602
-2.222,2.495,-3.511
-3.425,0.462,-2.762
-3.925,-1.441,-1.648
-3.781,-3.308,-0.502
-3.340,-5.207,0.482
-3.059,-7.055,1.238
-3.242,-8.612,1.721
-3.900,-9.563,1.870
-4.835,-9.623,1.658
-5.841,-8.667,1.202
-6.807,-6.849,0.751
-7.674,-4.637,0.522
-8.361,-2.681,0.514
-8.755,-1.531,0.526
-8.752,-1.372,0.418
-8.254,-1.938,0.336
-7.155,-2.683,0.644
-5.404,-3.094,1.570
-3.119,-2.932,2.901
-0.630,-2.248,4.032
1.643,-1.212,4.324
3.391,0.058,3.511
4.511,1.529,1.865
5.059,3.137,0.039
5.163,4.693,-1.323
4.993,5.909,-1.975
4.760,6.529,-2.159
4.641,6.409,-2.326
4.659,5.516,-2.688
4.621,3.884,-3.026
4.225,1.659,-2.944
3.287,-0.826,-2.302
1.906,-3.079,-1.391
0.437,-4.642,-0.680
-0.709,-5.317,-0.432
-1.286,-5.216,-0.547
-1.295,-4.572,-0.713
-0.908,-3.526,-0.680
-0.328,-2.143,-0.428
0.302,-0.614,-0.182
0.890,0.617,-0.281
1.370,1.054,-0.933
1.705,0.553,-1.999
1.906,-0.448,-2.982
2.007,-1.125,-3.329
1.988,-0.776,-2.830
1.725,0.750,-1.741
1.051,2.991,-0.540
-0.117,5.121,0.453
-1.690,6.307,1.209
-3.435,5.980,1.815
-5.093,4.032,2.260
-6.478,0.903,2.438
-7.487,-2.528,2.300
-8.050,-5.329,1.940
-8.069,-6.999,1.494
-7.413,-7.650,0.996
-5.962,-7.668,0.391
-3.694,-7.128,-0.318
-0.765,-5.573,-0.965
2.449,-2.451,-1.289
5.433,2.170,-1.105
7.704,7.325,-0.420
9.019,11.624,0.598
9.427,14.039,1.685
9.136,14.318,2.551
8.292,12.762,2.974
6.892,9.787,2.929
4.917,5.747,2.646
2.540,1.084,2.455
0.155,-3.535,2.472
-1.810,-7.379,2.460
-3.144,-9.960,2.067
-3.910,-11.194,1.252
-4.290,-11.278,0.422
-4.400,-10.455,0.075
-4.260,-8.873,0.305
-3.897,-6.632,0.697
-3.409,-3.919,0.720
-2.909,-1.100,0.215
-2.433,1.318,-0.515
-1.943,2.868,-1.042
-1.413,3.334,-1.180
-0.880,2.843,-1.051
-0.402,1.751,-0.878
0.006,0.419,-0.802
0.362,-0.944,-0.863
0.653,-2.240,-1.070
0.815,-3.332,-1.423
0.805,-3.987,-1.862
0.650,-3.978,-2.245
0.400,-3.253,-2.424
0.019,-2.004,-2.361
-0.629,-0.550,-2.140
-1.647,0.849,-1.861
-2.940,2.090,-1.538
-4.216,3.181,-1.129
-5.153,4.106,-0.659
-5.577,4.741,-0.245
-5.496,4.875,0.043
-5.020,4.318,0.319
-4.283,2.998,0.777
-3.443,1.023,1.413
-2.671,-1.307,1.895
-2.085,-3.543,1.807
-1.643,-5.211,1.052
-1.165,-6.012,-0.022
-0.469,-5.959,-0.924
0.491,-5.327,-1.401
1.617,-4.433,-1.511
2.762,-3.440,-1.376
3.802,-2.383,-0.996
4.635,-1.345,-0.359
5.173,-0.554,0.360
5.378,-0.219,0.844
5.293,-0.287,0.927
4.983,-0.410,0.771
4.414,-0.218,0.699
3.442,0.357,0.853
1.935,1.039,1.085
-0.059,1.484,1.189
-2.295,1.567,1.169
-4.453,1.399,1.225
-6.284,1.126,1.473
-7.631,0.794,1.778
-8.387,0.414,1.890
-8.477,0.095,1.706
-7.930,0.031,1.323
-6.923,0.335,0.858
-5.741,0.937,0.287
-4.671,1.652,-0.455
-3.897,2.306,-1.287
-3.469,2.764,-1.990
-3.315,2.882,-2.430
-3.263,2.553,-2.684
-3.091,1.849,-2.841
-2.599,1.086,-2.730
-1.709,0.644,-1.982
-0.532,0.657,-0.462
0.656,0.866,1.397
1.533,0.786,2.798
1.910,0.042,3.198
1.844,-1.379,2.722
1.602,-3.121,1.998
1.500,-4.606,1.613
1.700,-5.258,1.712
2.107,-4.751,2.020
2.427,-3.200,2.137
2.318,-1.147,1.808
1.596,0.704,1.024
0.355,1.877,0.035
-1.044,2.345,-0.745
-2.130,2.437,-0.920
-2.541,2.521,-0.337
-2.185,2.729,0.803
-1.231,2.913,2.057
0.029,2.804,3.002
1.328,2.236,3.439
2.487,1.269,3.392
3.397,0.148,2.959
3.984,-0.863,2.184
4.215,-1.651,1.088
4.150,-2.278,-0.210
3.979,-2.857,-1.438
3.971,-3.372,-2.294
4.342,-3.633,-2.667
5.100,-3.394,-2.721
6.015,-2.545,-2.739
6.763,-1.213,-2.848
7.128,0.279,-2.893
7.088,1.552,-2.597
6.720,2.301,-1.844
6.030,2.391,-0.816
4.905,1.870,0.130
3.224,0.888,0.711
1.019,-0.437,0.873
-1.466,-2.075,0.786
-3.847,-3.947,0.725
-5.727,-5.702,0.912
-6.830,-6.677,1.372
-7.094,-6.225,1.885
-6.682,-4.223,2.096
-5.892,-1.305,1.766
-4.976,1.477,0.965
-4.007,3.317,0.025
-2.913,4.088,-0.729
-1.645,4.205,-1.225
-0.299,4.128,-1.616
0.916,4.012,-2.043
1.832,3.778,-2.437
2.419,3.378,-2.573
2.726,2.902,-2.303
2.752,2.412,-1.736
2.378,1.803,-1.204
1.458,0.899,-1.018
-0.006,-0.276,-1.249
-1.760,-1.379,-1.688
-3.332,-1.914,-1.999
-4.218,-1.553,-1.929
-4.113,-0.287,-1.409
-3.065,1.669,-0.514
-1.459,4.013,0.595
0.169,6.351,1.683
1.405,8.132,2.414
2.142,8.749,2.462
2.584,7.880,1.740
3.062,5.790,0.566
3.791,3.226,-0.479
4.750,0.904,-0.961
5.723,-0.978,-0.898
6.460,-2.737,-0.667
6.810,-4.714,-0.571
6.764,-6.806,-0.511
6.433,-8.468,-0.100
5.994,-9.154,0.890
5.639,-8.710,2.233
5.485,-7.397,3.393
5.517,-5.617,3.971
5.583,-3.697,3.983
5.483,-1.876,3.705
5.060,-0.359,3.327
4.215,0.713,2.781
2.882,1.338,1.906
1.053,1.597,0.721
-1.136,1.528,-0.501
-3.362,1.089,-1.371
-5.210,0.316,-1.536
-6.371,-0.532,-0.789
-6.779,-1.105,0.812
-6.566,-1.279,2.813
-5.934,-1.329,4.442
-5.065,-1.696,5.040
-4.130,-2.555,4.573
-3.307,-3.609,3.673
-2.759,-4.304,3.061
-2.597,-4.225,2.884
-2.874,-3.326,2.653
-3.590,-1.895,1.832
-4.664,-0.414,0.423
-5.884,0.595,-1.058
-6.927,0.764,-2.105
-7.462,0.143,-2.626
-7.281,-0.711,-2.837
-6.360,-1.048,-2.896
-4.840,-0.500,-2.722
-2.954,0.557,-2.149
-0.974,1.285,-1.178
0.857,1.066,-0.065
2.364,-0.016,0.778
3.440,-1.340,0.999
4.034,-2.344,0.522
4.162,-2.923,-0.343
3.958,-3.299,-1.038
3.686,-3.591,-1.151
3.599,-3.616,-0.779
3.747,-3.116,-0.481
3.890,-2.107,-0.785
3.660,-0.935,-1.631
2.854,0.044,-2.316
1.599,0.801,-2.043
0.241,1.634,-0.623
-0.919,2.813,1.293
-1.787,4.223,2.701
-2.418,5.342,3.015
-2.839,5.579,2.455
-2.976,4.685,1.726
-2.719,2.917,1.322
-2.031,0.883,1.127
-0.966,-0.802,0.670
0.373,-1.789,-0.284
1.842,-2.082,-1.441
3.202,-1.953,-2.228
4.145,-1.757,-2.322
4.431,-1.740,-1.875
4.037,-1.916,-1.276
3.111,-2.056,-0.723
1.793,-1.861,-0.082
0.114,-1.195,0.884
-1.863,-0.243,2.142
-3.833,0.601,3.256
-5.267,1.027,3.642
-5.715,1.019,3.013
-5.112,0.771,1.649
-3.752,0.405,0.250
-2.005,-0.185,-0.528
-0.082,-1.123,-0.474
1.906,-2.223,0.130
3.720,-2.951,0.816
4.913,-2.843,1.271
5.037,-1.950,1.462
3.965,-0.837,1.520
2.031,-0.080,1.557
-0.139,0.231,1.570
-1.978,0.458,1.470
-3.228,0.938,1.178
-3.940,1.586,0.715
-4.260,1.954,0.203
-4.223,1.646,-0.245
-3.749,0.653,-0.648
-2.799,-0.624,-1.108
-1.524,-1.586,-1.628
-0.242,-1.680,-1.980
0.706,-0.599,-1.856
1.110,1.575,-1.182
0.946,4.342,-0.259
0.378,6.924,0.436
-0.296,8.573,0.620
-0.731,8.850,0.376
-0.668,7.732,0.017
-0.021,5.554,-0.155
1.146,2.877,0.000
2.714,0.324,0.467
4.556,-1.597,1.130
6.461,-2.660,1.828
8.038,-2.954,2.426
8.759,-2.766,2.836
8.173,-2.389,2.970
6.182,-1.982,2.687
3.190,-1.553,1.892
-0.006,-0.999,0.731
-2.553,-0.188,-0.341
-3.910,0.923,-0.810
-4.036,2.183,-0.508
-3.279,3.219,0.226
-2.076,3.606,0.820
-0.701,3.130,0.920
0.749,1.950,0.592
2.217,0.511,0.118
3.579,-0.703,-0.344
4.667,-1.375,-0.866
5.344,-1.414,-1.558
5.514,-0.924,-2.341
5.098,-0.191,-2.980
4.092,0.367,-3.332
2.666,0.380,-3.505
1.197,-0.222,-3.719
0.129,-1.091,-4.005
-0.257,-1.640,-4.112
0.028,-1.421,-3.749
0.740,-0.384,-2.909
1.539,1.156,-1.922
2.116,2.756,-1.191
2.257,4.036,-0.906
1.879,4.772,-1.007
1.049,4.926,-1.330
-0.068,4.673,-1.725
-1.298,4.320,-2.046
-2.540,4.085,-2.143
-3.737,3.889,-1.938
-4.790,3.385,-1.501
-5.502,2.259,-0.997
-5.646,0.508,-0.563
-5.111,-1.535,-0.243
-3.987,-3.435,0.002
-2.518,-4.857,0.264
-0.956,-5.583,0.674
0.518,-5.433,1.331
1.772,-4.321,2.168
2.642,-2.449,2.907
2.944,-0.422,3.210
2.592,0.960,2.959
1.677,1.140,2.378
0.435,0.156,1.904
-0.880,-1.396,1.896
-2.073,-2.777,2.420
-2.977,-3.557,3.220
-3.424,-3.784,3.882
-3.294,-3.749,4.090
-2.608,-3.637,3.833
-1.549,-3.364,3.379
-0.379,-2.727,2.993
0.677,-1.688,2.641
1.490,-0.488,2.028
2.002,0.505,0.966
2.213,1.054,-0.296
2.171,1.169,-1.175
1.949,1.015,-1.231
1.599,0.735,-0.523
1.108,0.396,0.498
0.435,0.046,1.381
-0.417,-0.241,1.920
-1.346,-0.434,2.100
-2.148,-0.616,1.930
-2.585,-0.932,1.442
-2.478,-1.429,0.775
-1.800,-1.961,0.153
-0.731,-2.332,-0.311
0.401,-2.513,-0.730
1.271,-2.690,-1.311
1.715,-3.036,-2.108
1.776,-3.466,-2.912
1.589,-3.651,-3.414
1.216,-3.320,-3.438
0.559,-2.517,-3.034
-0.561,-1.553,-2.400
-2.246,-0.732,-1.773
-4.389,-0.138,-1.336
-6.670,0.350,-1.126
-8.669,0.892,-0.970
-10.015,1.568,-0.561
-10.481,2.356,0.271
-10.022,3.130,1.294
-8.771,3.646,1.907
-7.004,3.603,1.530
-5.067,2.806,0.057
-3.246,1.332,-2.017
-1.660,-0.408,-3.889
-0.249,-1.809,-4.905
1.116,-2.334,-4.850
2.481,-1.811,-3.952
3.747,-0.583,-2.682
4.761,0.604,-1.491
5.436,1.024,-0.615
5.798,0.434,0.000
5.920,-0.780,0.564
5.841,-1.914,1.202
5.562,-2.469,1.757
5.110,-2.405,1.868
4.589,-1.969,1.280
4.146,-1.346,0.144
3.912,-0.522,-0.981
3.937,0.587,-1.469
4.176,1.971,-1.042
4.479,3.502,0.064
4.614,4.979,1.316
4.352,6.110,2.269
3.574,6.519,2.785
2.318,5.925,2.945
0.710,4.433,2.830
-1.136,2.587,2.410
-3.136,1.030,1.638
-5.115,0.035,0.594
-6.722,-0.597,-0.498
-7.511,-1.194,-1.399
-7.179,-1.771,-1.999
-5.772,-1.987,-2.349
-3.662,-1.500,-2.568
-1.327,-0.318,-2.703
0.891,1.169,-2.682
2.848,2.472,-2.403
4.466,3.286,-1.881
5.586,3.594,-1.293
5.962,3.562,-0.863
5.418,3.344,-0.675
4.020,2.931,-0.620
2.100,2.141,-0.527
0.105,0.793,-0.323
-1.593,-1.073,-0.043
-2.781,-3.136,0.267
-3.408,-4.962,0.583
-3.565,-6.224,0.832
-3.493,-6.769,0.884
-3.506,-6.521,0.695
-3.784,-5.415,0.475
-4.200,-3.509,0.585
-4.377,-1.115,1.210
-4.004,1.251,2.112
-3.113,3.105,2.781
-2.047,4.176,2.838
-1.121,4.403,2.285
-0.337,3.800,1.383
0.537,2.445,0.371
1.638,0.586,-0.645
2.771,-1.328,-1.606
3.542,-2.853,-2.413
3.691,-3.813,-2.993
3.306,-4.357,-3.366
2.708,-4.677,-3.541
2.203,-4.711,-3.375
1.906,-4.170,-2.612
1.768,-2.907,-1.168
1.673,-1.259,0.634
1.490,0.041,2.189
1.108,0.327,3.000
0.500,-0.565,2.992
-0.210,-2.275,2.484
-0.769,-4.217,1.890
-0.951,-5.874,1.452
-0.747,-6.871,1.158
-0.422,-6.932,0.838
-0.357,-5.926,0.309
-0.798,-3.973,-0.497
-1.680,-1.417,-1.468
-2.668,1.383,-2.328
-3.370,4.241,-2.752
-3.581,7.073,-2.522
-3.392,9.652,-1.631
-3.087,11.471,-0.312
-2.938,11.917,1.038
-3.034,10.623,2.025
-3.279,7.703,2.457
-3.500,3.708,2.429
-3.583,-0.625,2.198
-3.523,-4.622,1.917
-3.399,-7.817,1.491
-3.290,-9.958,0.706
-3.196,-10.922,-0.486
-3.015,-10.637,-1.825
-2.566,-9.089,-2.903
-1.655,-6.392,-3.449
-0.156,-2.853,-3.486
1.914,1.068,-3.230
4.346,4.860,-2.879
6.751,8.036,-2.483
8.664,10.170,-1.987
9.702,10.978,-1.369
9.680,10.425,-0.728
8.610,8.741,-0.215
6.635,6.241,0.145
3.980,3.121,0.558
0.983,-0.512,1.303
-1.907,-4.363,2.417
-4.233,-7.785,3.561
-5.699,-10.020,4.259
-6.247,-10.705,4.326
-5.977,-10.129,4.001
-5.011,-8.940,3.655
-3.427,-7.602,3.396
-1.294,-6.146,3.033
1.259,-4.390,2.424
4.025,-2.321,1.769
6.714,-0.214,1.509
8.957,1.554,1.931
10.337,2.712,2.902
10.506,3.125,3.952
9.328,2.722,4.601
6.951,1.515,4.659
3.747,-0.301,4.302
0.161,-2.295,3.915
-3.407,-3.921,3.781
-6.644,-4.749,3.824
-9.292,-4.662,3.639
-11.128,-3.869,2.816
-11.989,-2.724,1.319
-11.835,-1.442,-0.461
-10.768,0.048,-2.000
-8.975,1.984,-2.986
-6.622,4.416,-3.430
-3.835,6.950,-3.514
-0.792,8.844,-3.444
2.163,9.418,-3.388
4.571,8.434,-3.440
6.065,6.171,-3.525
6.563,3.208,-3.385
6.268,0.146,-2.773
5.507,-2.538,-1.728
4.589,-4.532,-0.633
3.782,-5.708,0.046
3.314,-6.138,0.099
3.307,-6.042,-0.312
3.673,-5.620,-0.827
4.113,-4.880,-1.122
4.277,-3.643,-1.041
3.967,-1.764,-0.624
3.234,0.571,-0.065
2.341,2.767,0.410
1.624,4.110,0.760
1.330,4.259,1.235
1.475,3.493,2.179
1.814,2.423,3.613
1.985,1.415,5.013
1.766,0.293,5.624
1.260,-1.351,5.059
0.823,-3.560,3.628
0.783,-5.737,2.062
1.151,-6.994,0.907
1.573,-6.756,0.185
1.565,-5.084,-0.445
0.838,-2.537,-1.264
-0.492,0.180,-2.236
-1.973,2.507,-3.056
-3.077,4.191,-3.365
-3.513,5.363,-2.975
-3.370,6.405,-2.013
-3.042,7.565,-0.924
-2.941,8.591,-0.260
-3.208,8.799,-0.308
-3.582,7.661,-0.849
-3.558,5.363,-1.314
-2.732,2.777,-1.255
-1.085,0.812,-0.699
1.001,-0.210,-0.086
3.011,-0.616,0.116
4.594,-0.932,-0.251
5.674,-1.440,-1.013
6.330,-2.083,-1.829
6.620,-2.630,-2.364
6.530,-2.846,-2.406
6.035,-2.613,-1.962
5.160,-2.055,-1.275
3.990,-1.577,-0.673
2.665,-1.675,-0.299
1.376,-2.554,-0.002
0.307,-3.904,0.447
-0.502,-5.088,1.025
-1.253,-5.626,1.368
-2.267,-5.508,1.074
-3.697,-5.064,0.047
-5.318,-4.566,-1.452
-6.641,-3.952,-3.049
-7.251,-2.913,-4.450
-7.071,-1.217,-5.443
-6.286,1.031,-5.815
-5.062,3.397,-5.430
-3.369,5.371,-4.382
-1.104,6.651,-2.981
1.628,7.237,-1.532
4.380,7.271,-0.149
6.499,6.805,1.164
7.438,5.735,2.311
6.969,3.979,3.053
5.207,1.714,3.214
2.499,-0.603,2.878
-0.664,-2.464,2.333
-3.719,-3.557,1.840
-6.140,-3.829,1.473
-7.610,-3.384,1.162
-8.100,-2.417,0.804
-7.768,-1.237,0.334
-6.736,-0.237,-0.237
-4.988,0.315,-0.769
-2.518,0.486,-1.003
0.410,0.611,-0.760
3.209,0.906,-0.162
5.226,1.132,0.368
6.113,0.706,0.450
5.977,-0.754,0.071
5.185,-2.970,-0.436
4.057,-5.089,-0.780
2.728,-6.245,-0.980
1.260,-6.093,-1.220
-0.200,-4.881,-1.474
-1.388,-3.123,-1.398
-2.053,-1.243,-0.676
-2.085,0.517,0.578
-1.541,1.999,1.837
-0.574,3.027,2.605
0.621,3.434,2.834
1.846,3.167,2.863
2.924,2.347,2.988
3.750,1.240,3.102
4.300,0.129,2.771
4.572,-0.858,1.620
4.515,-1.827,-0.316
4.030,-2.983,-2.539
3.070,-4.322,-4.298
1.708,-5.428,-4.952
0.093,-5.627,-4.284
-1.691,-4.451,-2.651
-3.668,-2.012,-0.805
-5.858,1.044,0.534
-8.122,3.969,1.104
-10.125,6.309,1.153
-11.494,7.974,1.074
-12.007,9.034,0.981
-11.654,9.501,0.620
-10.543,9.284,-0.305
-8.777,8.241,-1.757
-6.420,6.255,-3.287
-3.572,3.344,-4.314
-0.444,-0.166,-4.458
2.610,-3.579,-3.713
5.161,-6.052,-2.398
6.815,-7.077,-0.985
7.380,-6.823,0.121
6.962,-5.971,0.755
5.944,-5.155,1.020
4.794,-4.495,1.130
3.839,-3.653,1.176
3.150,-2.320,1.053
2.638,-0.629,0.592
2.217,0.893,-0.219
1.894,1.731,-1.183
1.701,1.742,-2.020
1.567,1.180,-2.549
1.276,0.446,-2.760
0.548,-0.204,-2.747
-0.791,-0.783,-2.610
-2.702,-1.505,-2.377
-4.907,-2.561,-2.000
-6.981,-3.888,-1.400
-8.505,-5.091,-0.576
-9.217,-5.661,0.319
-9.083,-5.342,1.045
-8.251,-4.337,1.448
-6.914,-3.159,1.610
-5.226,-2.228,1.743
-3.329,-1.617,1.938
-1.479,-1.128,2.004
-0.094,-0.569,1.619
0.395,0.068,0.659
-0.180,0.644,-0.624
-1.547,1.011,-1.755
-3.085,1.133,-2.343
-4.161,1.115,-2.269
-4.443,1.175,-1.663
-3.990,1.508,-0.778
-3.084,2.100,0.111
-1.971,2.671,0.786
-0.714,2.897,1.172
0.767,2.750,1.352
2.514,2.616,1.433
4.350,2.990,1.389
5.847,4.028,1.081
6.513,5.385,0.490
6.058,6.499,-0.127
4.574,6.992,-0.400
2.451,6.827,-0.180
0.150,6.185,0.331
-1.985,5.273,0.827
-3.727,4.262,1.227
-4.864,3.297,1.695
-5.164,2.493,2.355
-4.469,1.923,3.046
-2.824,1.635,3.427
-0.516,1.662,3.283
2.007,1.961,2.681
4.278,2.343,1.864
5.959,2.525,1.017
6.941,2.344,0.152
7.348,1.885,-0.824
7.425,1.368,-1.961
7.358,0.875,-3.125
7.170,0.221,-3.992
6.751,-0.847,-4.207
5.982,-2.347,-3.620
4.845,-3.960,-2.446
3.451,-5.236,-1.162
2.010,-5.893,-0.235
0.766,-5.936,0.121
-0.082,-5.550,-0.008
-0.441,-4.923,-0.355
-0.351,-4.182,-0.618
0.042,-3.417,-0.603
0.544,-2.726,-0.314
0.933,-2.213,0.061
0.993,-1.945,0.348
0.573,-1.929,0.594
-0.342,-2.116,1.041
-1.609,-2.409,1.836
-3.007,-2.669,2.781
-4.342,-2.728,3.421
-5.492,-2.477,3.408
-6.341,-1.978,2.727
-6.712,-1.511,1.587
-6.396,-1.419,0.210
-5.279,-1.821,-1.204
-3.473,-2.431,-2.373
-1.340,-2.728,-2.973
0.636,-2.375,-2.888
2.065,-1.539,-2.338
2.797,-0.757,-1.693
2.908,-0.475,-1.166
2.535,-0.695,-0.773
1.729,-1.079,-0.541
0.492,-1.329,-0.594
-1.023,-1.410,-0.979
-2.401,-1.387,-1.458
-3.098,-1.130,-1.661
-2.759,-0.297,-1.435
-1.432,1.351,-0.968
0.505,3.647,-0.530
2.597,6.072,-0.186
4.495,8.100,0.140
5.963,9.486,0.399
6.817,10.219,0.360
6.941,10.302,-0.141
6.345,9.650,-0.978
5.149,8.238,-1.821
3.476,6.273,-2.381
1.400,4.168,-2.488
-0.964,2.269,-1.997
-3.346,0.625,-0.813
-5.343,-0.955,0.904
-6.622,-2.622,2.665
-7.106,-4.217,3.945
-6.953,-5.326,4.607
-6.358,-5.587,4.944
-5.399,-4.980,5.262
-4.068,-3.830,5.477
-2.446,-2.563,5.190
-0.811,-1.471,4.132
0.462,-0.694,2.474
1.145,-0.338,0.713
1.339,-0.480,-0.646
1.434,-1.011,-1.300
1.844,-1.546,-1.192
2.721,-1.635,-0.529
3.891,-1.173,0.269
5.036,-0.571,0.757
5.935,-0.448,0.760
6.520,-1.074,0.440
6.749,-2.124,0.028
6.512,-2.960,-0.475
5.706,-3.157,-1.241
4.406,-2.730,-2.250
2.883,-1.942,-3.120
1.409,-0.968,-3.407
0.068,0.215,-3.053
-1.214,1.691,-2.437
-2.448,3.423,-1.966
-3.455,5.204,-1.691
-3.960,6.728,-1.360
-3.818,7.714,-0.787
-3.111,8.036,-0.065
-2.072,7.797,0.534
-0.973,7.210,0.779
-0.091,6.349,0.573
0.313,5.000,-0.030
0.086,2.872,-0.800
-0.682,0.027,-1.366
-1.648,-2.924,-1.443
-2.397,-5.126,-1.102
-2.694,-6.031,-0.755
-2.574,-5.666,-0.776
-2.244,-4.424,-1.137
-1.903,-2.692,-1.464
-1.645,-0.708,-1.435
-1.475,1.335,-1.083
-1.367,3.213,-0.684
-1.293,4.742,-0.424
-1.208,5.822,-0.218
-0.997,6.313,0.184
-0.472,5.949,0.984
0.558,4.507,2.206
2.127,2.147,3.696
3.978,-0.525,5.154
5.596,-2.840,6.217
6.430,-4.536,6.587
6.175,-5.811,6.156
4.905,-6.892,5.045
2.982,-7.640,3.550
0.845,-7.638,2.042
-1.165,-6.626,0.857
-2.867,-4.790,0.166
-4.196,-2.609,-0.100
-5.129,-0.499,-0.157
-5.618,1.356,-0.156
-5.573,2.908,-0.056
-4.907,4.081,0.240
-3.639,4.750,0.646
-1.968,4.805,0.853
-0.236,4.165,0.554
1.210,2.751,-0.320
2.165,0.539,-1.631
2.612,-2.300,-3.198
2.668,-5.324,-4.830
2.506,-7.939,-6.199
2.315,-9.648,-6.850
2.298,-10.229,-6.461
2.622,-9.712,-5.125
3.329,-8.235,-3.280
4.256,-5.959,-1.368
