SITE CODE= E4EìåãûêÁë„ìcãÊëÂéËí¨        ,38.1033,142.8600, 24,9.0,40613.6154873, 54.13, 94.51
 LAT.=   35.6890
 LON.=  139.7559
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 47 10
 NS,EW,UD
-14.555,-32.869,-9.986
-12.642,-32.385,-9.658
-10.315,-31.041,-9.054
-7.936,-28.629,-8.435
-5.908,-25.367,-8.067
-4.560,-21.762,-8.020
-4.039,-18.292,-8.179
-4.252,-15.158,-8.391
-4.921,-12.266,-8.546
-5.718,-9.439,-8.581
-6.429,-6.638,-8.478
-7.024,-4.026,-8.309
-7.593,-1.853,-8.203
-8.202,-0.321,-8.216
-8.800,0.467,-8.250
-9.246,0.502,-8.175
-9.408,-0.137,-8.032
-9.239,-1.264,-8.030
-8.773,-2.600,-8.308
-8.066,-3.859,-8.740
-7.166,-4.855,-9.048
-6.118,-5.532,-9.114
-4.989,-5.908,-9.074
-3.834,-5.987,-9.072
-2.657,-5.735,-9.006
-1.406,-5.125,-8.647
-0.061,-4.196,-7.983
1.248,-3.078,-7.340
2.241,-1.952,-7.061
2.653,-0.969,-7.131
2.454,-0.192,-7.206
1.915,0.409,-7.009
1.442,0.908,-6.598
1.298,1.327,-6.209
1.466,1.625,-5.941
1.741,1.748,-5.710
1.927,1.726,-5.503
1.942,1.705,-5.512
1.798,1.877,-5.935
1.514,2.378,-6.682
1.098,3.227,-7.385
0.571,4.329,-7.713
-0.031,5.519,-7.621
-0.692,6.592,-7.297
-1.431,7.378,-6.933
-2.291,7.819,-6.587
-3.280,8.033,-6.210
-4.344,8.254,-5.692
-5.363,8.692,-4.929
-6.192,9.410,-3.933
-6.723,10.321,-2.942
-6.950,11.274,-2.332
-6.958,12.148,-2.305
-6.827,12.874,-2.653
-6.557,13.445,-2.913
-6.092,13.903,-2.794
-5.411,14.306,-2.418
-4.578,14.661,-2.123
-3.633,14.873,-2.073
-2.484,14.788,-2.142
-0.947,14.313,-2.138
1.049,13.515,-2.046
3.321,12.593,-1.994
5.511,11.752,-2.072
7.325,11.107,-2.257
8.672,10.672,-2.510
9.596,10.422,-2.820
10.134,10.368,-3.119
10.288,10.590,-3.216
10.115,11.244,-2.902
9.775,12.508,-2.146
9.444,14.486,-1.126
9.175,17.095,-0.056
8.879,20.037,0.966
8.433,22.900,1.934
7.808,25.323,2.810
7.099,27.112,3.514
6.472,28.235,4.054
6.085,28.728,4.549
6.024,28.605,5.082
6.278,27.821,5.527
6.763,26.307,5.610
7.398,24.046,5.177
8.189,21.164,4.373
9.229,17.946,3.542
10.597,14.772,2.956
12.231,11.958,2.646
13.894,9.618,2.481
15.269,7.644,2.347
16.089,5.817,2.240
16.227,3.948,2.228
15.685,1.983,2.357
14.545,0.012,2.615
12.913,-1.774,2.937
10.882,-3.169,3.232
8.534,-4.050,3.417
5.950,-4.469,3.438
3.229,-4.653,3.285
0.495,-4.891,2.986
-2.094,-5.367,2.592
-4.343,-6.085,2.181
-6.034,-6.918,1.855
-7.005,-7.735,1.706
-7.238,-8.460,1.749
-6.916,-9.034,1.909
-6.330,-9.317,2.076
-5.717,-9.101,2.194
-5.143,-8.214,2.274
-4.551,-6.669,2.310
-3.909,-4.711,2.188
-3.302,-2.719,1.730
-2.884,-1.016,0.846
-2.740,0.277,-0.343
-2.830,1.262,-1.536
-3.052,2.137,-2.431
-3.359,3.056,-2.882
-3.792,4.059,-2.933
-4.401,5.106,-2.717
-5.183,6.141,-2.359
-6.099,7.094,-1.941
-7.162,7.849,-1.525
-8.464,8.217,-1.153
-10.108,7.998,-0.802
-12.087,7.077,-0.367
-14.251,5.478,0.281
-16.375,3.309,1.158
-18.277,0.681,2.083
-19.865,-2.340,2.764
-21.089,-5.695,3.023
-21.852,-9.229,2.979
-21.987,-12.638,3.018
-21.333,-15.484,3.526
-19.856,-17.334,4.613
-17.726,-17.936,6.050
-15.258,-17.361,7.464
-12.761,-16.003,8.596
-10.432,-14.404,9.419
-8.356,-13.002,10.063
-6.601,-11.943,10.680
-5.272,-11.089,11.380
-4.468,-10.197,12.204
-4.226,-9.154,13.106
-4.520,-8.083,13.950
-5.302,-7.261,14.589
-6.501,-6.902,14.996
-7.946,-6.978,15.291
-9.346,-7.229,15.576
-10.427,-7.341,15.750
-11.125,-7.144,15.534
-11.615,-6.684,14.726
-12.124,-6.105,13.417
-12.676,-5.475,11.917
-13.057,-4.714,10.479
-12.993,-3.676,9.152
-12.345,-2.291,7.922
-11.140,-0.669,6.897
-9.470,0.907,6.237
-7.448,2.074,5.900
-5.254,2.519,5.569
-3.156,2.132,4.971
-1.403,1.102,4.237
-0.068,-0.146,3.840
0.942,-1.187,4.062
1.715,-1.874,4.576
2.177,-2.445,4.643
2.168,-3.322,3.779
1.674,-4.765,2.222
0.958,-6.640,0.713
0.390,-8.508,-0.160
0.133,-9.924,-0.378
-0.006,-10.700,-0.312
-0.388,-10.938,-0.256
-1.185,-10.878,-0.195
-2.218,-10.738,0.035
-3.132,-10.651,0.482
-3.713,-10.661,1.022
-4.022,-10.721,1.527
-4.252,-10.711,1.967
-4.477,-10.537,2.331
-4.569,-10.275,2.522
-4.346,-10.205,2.375
-3.724,-10.621,1.813
-2.713,-11.552,0.943
-1.283,-12.631,-0.022
0.701,-13.293,-0.917
3.365,-13.125,-1.725
6.604,-12.091,-2.546
10.033,-10.469,-3.493
13.161,-8.602,-4.563
15.681,-6.701,-5.573
17.621,-4.825,-6.232
19.239,-2.935,-6.339
20.766,-0.959,-5.961
22.234,1.181,-5.395
23.479,3.523,-4.894
24.298,5.998,-4.442
24.578,8.425,-3.836
24.323,10.617,-2.995
23.605,12.508,-2.139
22.522,14.211,-1.596
21.188,15.940,-1.459
19.726,17.860,-1.497
18.232,19.988,-1.426
16.729,22.209,-1.235
15.166,24.365,-1.178
13.489,26.312,-1.472
11.732,27.944,-2.048
10.059,29.177,-2.607
8.699,29.961,-2.881
7.815,30.322,-2.804
7.368,30.352,-2.486
7.111,30.143,-2.074
6.734,29.684,-1.672
6.077,28.810,-1.307
5.243,27.282,-0.940
4.526,24.929,-0.503
4.188,21.773,-0.007
4.293,18.041,0.372
4.711,14.077,0.353
5.272,10.226,-0.238
5.880,6.753,-1.279
6.482,3.836,-2.386
6.966,1.582,-3.175
7.127,0.052,-3.519
6.784,-0.759,-3.571
5.943,-0.945,-3.567
4.824,-0.714,-3.602
3.737,-0.353,-3.573
2.896,-0.151,-3.303
2.346,-0.283,-2.716
2.013,-0.749,-1.900
1.790,-1.419,-1.065
1.554,-2.190,-0.445
1.150,-3.142,-0.222
0.406,-4.540,-0.473
-0.788,-6.626,-1.118
-2.407,-9.343,-1.909
-4.299,-12.224,-2.530
-6.263,-14.578,-2.807
-8.136,-15.870,-2.865
-9.799,-16.007,-3.020
-11.140,-15.311,-3.449
-11.994,-14.235,-3.943
-12.130,-13.057,-4.067
-11.325,-11.799,-3.614
-9.499,-10.383,-2.893
-6.817,-8.862,-2.515
-3.669,-7.522,-2.844
-0.491,-6.776,-3.674
2.423,-6.943,-4.452
4.967,-8.084,-4.786
7.081,-9.985,-4.726
8.606,-12.311,-4.596
9.290,-14.791,-4.626
8.955,-17.308,-4.773
7.649,-19.847,-4.844
5.641,-22.356,-4.713
3.258,-24.645,-4.396
0.763,-26.394,-3.980
-1.665,-27.243,-3.530
-3.872,-26.911,-3.070
-5.698,-25.299,-2.640
-7.051,-22.563,-2.326
-7.986,-19.125,-2.235
-8.698,-15.550,-2.430
-9.385,-12.311,-2.862
-10.071,-9.563,-3.344
-10.575,-7.103,-3.579
-10.659,-4.593,-3.277
-10.258,-1.871,-2.333
-9.577,0.879,-0.965
-8.963,3.255,0.324
-8.653,4.893,1.011
-8.648,5.652,0.866
-8.802,5.585,0.094
-9.021,4.830,-0.837
-9.349,3.560,-1.520
-9.879,2.037,-1.799
-10.623,0.635,-1.766
-11.468,-0.277,-1.613
-12.262,-0.533,-1.508
-12.888,-0.251,-1.509
-13.268,0.297,-1.517
-13.308,0.951,-1.334
-12.901,1.819,-0.832
-11.998,3.182,-0.121
-10.695,5.198,0.493
-9.235,7.652,0.773
-7.894,10.007,0.770
-6.831,11.730,0.755
-6.011,12.650,0.955
-5.270,13.029,1.379
-4.490,13.283,1.897
-3.742,13.606,2.369
-3.265,13.825,2.667
-3.275,13.594,2.635
-3.775,12.719,2.183
-4.539,11.306,1.474
-5.277,9.626,0.899
-5.836,7.888,0.754
-6.264,6.115,0.923
-6.710,4.211,0.995
-7.302,2.082,0.724
-8.083,-0.250,0.333
-9.000,-2.591,0.276
-9.915,-4.576,0.727
-10.627,-5.759,1.373
-10.952,-5.822,1.740
-10.833,-4.792,1.657
-10.376,-3.086,1.318
-9.772,-1.327,0.948
-9.174,-0.032,0.509
-8.644,0.603,-0.201
-8.175,0.717,-1.218
-7.734,0.624,-2.275
-7.287,0.613,-3.042
-6.843,0.809,-3.425
-6.506,1.144,-3.603
-6.483,1.470,-3.781
-6.958,1.718,-3.955
-7.949,1.972,-3.960
-9.276,2.350,-3.688
-10.722,2.784,-3.222
-12.195,2.966,-2.751
-13.727,2.552,-2.408
-15.308,1.493,-2.200
-16.762,0.134,-2.094
-17.812,-1.018,-2.081
-18.251,-1.624,-2.147
-18.044,-1.643,-2.214
-17.261,-1.197,-2.168
-15.970,-0.399,-1.984
-14.218,0.649,-1.789
-12.084,1.770,-1.745
-9.712,2.708,-1.863
-7.265,3.273,-1.966
-4.865,3.467,-1.858
-2.595,3.442,-1.533
-0.529,3.359,-1.172
1.252,3.291,-0.918
2.718,3.269,-0.708
3.895,3.348,-0.349
4.821,3.604,0.232
5.453,4.061,0.880
5.675,4.661,1.380
5.411,5.305,1.718
4.741,5.911,2.108
3.885,6.399,2.754
3.068,6.659,3.599
2.413,6.557,4.358
1.975,6.007,4.784
1.855,5.038,4.860
2.232,3.760,4.713
3.253,2.271,4.398
4.906,0.616,3.838
7.017,-1.153,2.988
9.385,-2.871,2.009
11.894,-4.252,1.209
14.497,-5.015,0.816
17.111,-5.059,0.826
19.579,-4.509,1.096
21.742,-3.593,1.534
23.517,-2.480,2.141
24.890,-1.229,2.888
25.819,0.115,3.616
26.183,1.405,4.104
25.847,2.411,4.239
24.780,2.945,4.081
23.118,2.959,3.775
21.120,2.512,3.414
19.043,1.649,3.003
17.047,0.366,2.525
15.170,-1.303,2.001
13.380,-3.181,1.516
11.635,-4.959,1.197
9.939,-6.363,1.162
8.342,-7.287,1.414
6.930,-7.795,1.740
5.804,-7.985,1.773
5.057,-7.885,1.252
4.756,-7.471,0.262
4.929,-6.771,-0.814
5.556,-5.894,-1.644
6.548,-4.958,-2.222
7.746,-3.998,-2.794
8.974,-2.951,-3.504
10.115,-1.755,-4.195
11.169,-0.435,-4.599
12.203,0.904,-4.654
13.226,2.156,-4.543
14.104,3.282,-4.440
14.620,4.284,-4.310
14.605,5.136,-4.035
14.008,5.727,-3.673
12.817,5.891,-3.465
10.984,5.492,-3.551
8.455,4.527,-3.747
5.318,3.173,-3.713
1.865,1.737,-3.323
-1.513,0.526,-2.806
-4.527,-0.282,-2.498
-7.056,-0.680,-2.498
-9.058,-0.757,-2.610
-10.463,-0.573,-2.592
-11.189,-0.097,-2.380
-11.243,0.749,-2.066
-10.750,2.008,-1.709
-9.864,3.612,-1.254
-8.682,5.355,-0.633
-7.269,6.914,0.099
-5.750,7.915,0.784
-4.320,8.061,1.297
-3.126,7.265,1.639
-2.158,5.668,1.885
-1.276,3.513,2.050
-0.357,0.953,2.042
0.605,-2.019,1.772
1.542,-5.446,1.293
2.408,-9.211,0.803
3.211,-12.946,0.491
3.920,-16.153,0.391
4.394,-18.426,0.413
4.417,-19.619,0.528
3.837,-19.845,0.843
2.671,-19.372,1.462
1.076,-18.484,2.293
-0.762,-17.403,3.064
-2.700,-16.251,3.596
-4.633,-15.044,3.997
-6.464,-13.727,4.507
-8.121,-12.228,5.144
-9.588,-10.536,5.588
-10.884,-8.716,5.500
-11.970,-6.840,4.942
-12.689,-4.896,4.383
-12.842,-2.750,4.226
-12.369,-0.250,4.368
-11.471,2.621,4.292
-10.531,5.652,3.599
-9.868,8.476,2.414
-9.539,10.741,1.250
-9.345,12.257,0.537
-9.025,13.032,0.323
-8.454,13.211,0.405
-7.680,12.985,0.644
-6.814,12.496,1.059
-5.912,11.771,1.660
-4.967,10.709,2.291
-4.009,9.168,2.717
-3.136,7.119,2.833
-2.441,4.740,2.731
-1.889,2.339,2.552
-1.333,0.154,2.307
-0.663,-1.784,1.903
0.032,-3.571,1.307
0.501,-5.216,0.641
0.535,-6.509,0.082
0.161,-7.116,-0.262
-0.370,-6.823,-0.360
-0.786,-5.719,-0.133
-0.974,-4.153,0.574
-0.985,-2.527,1.842
-0.914,-1.138,3.480
-0.821,-0.151,5.049
-0.753,0.300,6.118
-0.807,0.044,6.566
-1.109,-1.088,6.638
-1.711,-3.166,6.711
-2.518,-6.071,6.991
-3.325,-9.529,7.386
-3.910,-13.216,7.634
-4.079,-16.882,7.531
-3.644,-20.413,7.045
-2.428,-23.774,6.264
-0.361,-26.861,5.303
2.408,-29.379,4.297
5.518,-30.873,3.430
8.547,-30.943,2.874
11.198,-29.520,2.612
13.348,-26.947,2.342
14.949,-23.791,1.653
15.936,-20.529,0.377
16.237,-17.357,-1.199
15.858,-14.271,-2.536
14.910,-11.269,-3.287
13.543,-8.446,-3.588
11.868,-5.944,-3.920
9.970,-3.844,-4.681
7.989,-2.166,-5.902
6.132,-0.914,-7.283
4.576,-0.036,-8.462
3.327,0.698,-9.222
2.203,1.742,-9.528
0.966,3.579,-9.470
-0.500,6.392,-9.228
-2.113,9.886,-9.037
-3.651,13.455,-9.095
-4.866,16.579,-9.436
-5.562,19.115,-9.905
-5.613,21.265,-10.314
-4.994,23.271,-10.642
-3.844,25.106,-11.091
-2.498,26.399,-11.900
-1.387,26.612,-13.070
-0.815,25.360,-14.286
-0.773,22.641,-15.123
-0.958,18.871,-15.338
-1.019,14.680,-15.001
-0.825,10.618,-14.354
-0.525,6.938,-13.590
-0.366,3.598,-12.777
-0.465,0.441,-11.928
-0.754,-2.580,-11.094
-1.101,-5.291,-10.352
-1.445,-7.361,-9.759
-1.811,-8.488,-9.334
-2.250,-8.577,-9.088
-2.817,-7.783,-9.005
-3.590,-6.388,-8.971
-4.665,-4.622,-8.778
-6.063,-2.581,-8.250
-7.648,-0.320,-7.413
-9.143,1.982,-6.486
-10.257,3.972,-5.683
-10.804,5.262,-5.015
-10.725,5.638,-4.311
-10.033,5.149,-3.434
-8.783,4.030,-2.453
-7.083,2.551,-1.588
-5.088,0.924,-0.995
-2.960,-0.697,-0.635
-0.802,-2.233,-0.357
1.355,-3.700,-0.091
3.501,-5.184,0.066
5.571,-6.732,-0.016
7.438,-8.245,-0.312
8.960,-9.503,-0.571
10.049,-10.352,-0.496
10.709,-10.867,0.009
11.013,-11.330,0.751
11.057,-12.005,1.403
10.910,-12.921,1.764
10.595,-13.856,1.874
10.087,-14.528,1.901
9.327,-14.795,1.954
8.240,-14.729,2.030
6.765,-14.526,2.107
4.893,-14.373,2.238
2.714,-14.370,2.494
0.408,-14.530,2.851
-1.804,-14.823,3.178
-3.733,-15.222,3.359
-5.258,-15.728,3.399
-6.316,-16.348,3.370
-6.874,-17.066,3.240
-6.926,-17.850,2.829
-6.515,-18.695,1.971
-5.736,-19.662,0.730
-4.698,-20.832,-0.575
-3.477,-22.195,-1.589
-2.120,-23.595,-2.160
-0.688,-24.793,-2.395
0.713,-25.618,-2.493
1.959,-26.057,-2.569
2.956,-26.212,-2.605
3.669,-26.182,-2.544
4.113,-25.965,-2.367
4.336,-25.462,-2.096
4.424,-24.536,-1.761
4.497,-23.098,-1.422
4.664,-21.175,-1.188
4.982,-18.917,-1.180
5.453,-16.522,-1.411
6.066,-14.109,-1.719
6.813,-11.634,-1.860
7.650,-8.949,-1.726
8.444,-5.949,-1.451
8.986,-2.678,-1.281
9.093,0.681,-1.328
8.708,3.917,-1.470
7.909,6.868,-1.494
6.820,9.435,-1.330
5.546,11.557,-1.117
4.167,13.208,-1.057
2.783,14.414,-1.231
1.524,15.246,-1.569
0.509,15.786,-1.955
-0.195,16.106,-2.309
-0.571,16.278,-2.586
-0.614,16.376,-2.739
-0.321,16.452,-2.725
0.271,16.483,-2.545
1.072,16.384,-2.256
1.953,16.095,-1.930
2.810,15.674,-1.619
3.588,15.271,-1.339
4.262,15.009,-1.077
4.804,14.856,-0.812
5.163,14.671,-0.549
5.264,14.359,-0.360
5.006,13.999,-0.373
4.260,13.790,-0.667
2.904,13.872,-1.155
0.905,14.224,-1.567
-1.641,14.740,-1.588
-4.536,15.380,-1.066
-7.589,16.203,-0.120
-10.689,17.204,0.931
-13.799,18.139,1.777
-16.854,18.567,2.274
-19.688,18.127,2.476
-22.051,16.815,2.500
-23.697,14.993,2.406
-24.465,13.097,2.181
-24.293,11.311,1.827
-23.186,9.479,1.397
-21.196,7.312,0.932
-18.456,4.676,0.411
-15.192,1.719,-0.173
-11.667,-1.222,-0.687
-8.093,-3.823,-0.888
-4.595,-5.900,-0.660
-1.266,-7.437,-0.192
1.762,-8.545,0.164
4.350,-9.384,0.237
6.418,-10.074,0.184
7.978,-10.601,0.278
9.034,-10.780,0.600
9.492,-10.350,1.001
9.208,-9.154,1.347
8.152,-7.298,1.671
6.501,-5.143,2.077
4.574,-3.116,2.573
2.662,-1.458,3.100
0.958,-0.123,3.650
-0.415,1.105,4.218
-1.357,2.369,4.622
-1.821,3.573,4.523
-1.858,4.438,3.757
-1.569,4.714,2.596
-1.014,4.360,1.523
-0.163,3.561,0.736
1.037,2.600,0.001
2.579,1.706,-0.926
4.368,0.979,-1.854
6.260,0.409,-2.313
8.096,-0.055,-2.144
9.727,-0.447,-1.760
11.060,-0.748,-1.704
12.103,-0.882,-2.047
12.931,-0.749,-2.384
13.587,-0.245,-2.411
13.998,0.733,-2.328
14.015,2.270,-2.550
13.547,4.385,-3.141
12.626,6.973,-3.688
11.373,9.798,-3.738
9.896,12.574,-3.241
8.245,15.086,-2.484
6.428,17.258,-1.699
4.438,19.120,-0.879
2.280,20.730,0.050
0.006,22.116,1.013
-2.243,23.272,1.845
-4.248,24.184,2.504
-5.820,24.856,3.135
-6.918,25.326,3.865
-7.669,25.655,4.607
-8.267,25.901,5.098
-8.851,26.068,5.139
-9.453,26.094,4.755
-10.018,25.900,4.143
-10.411,25.478,3.502
-10.440,24.923,2.929
-9.930,24.384,2.464
-8.864,23.964,2.183
-7.469,23.658,2.188
-6.139,23.374,2.491
-5.180,23.002,2.939
-4.612,22.480,3.318
-4.171,21.810,3.564
-3.520,21.042,3.840
-2.497,20.245,4.332
-1.198,19.487,4.986
0.122,18.833,5.482
1.216,18.333,5.546
1.929,17.987,5.230
2.172,17.689,4.815
1.867,17.246,4.452
0.947,16.489,3.980
-0.569,15.434,3.205
-2.511,14.337,2.280
-4.600,13.564,1.691
-6.556,13.371,1.789
-8.217,13.786,2.405
-9.543,14.649,3.021
-10.552,15.724,3.297
-11.257,16.739,3.331
-11.671,17.375,3.376
-11.871,17.325,3.422
-12.011,16.462,3.187
-12.254,14.973,2.520
-12.639,13.280,1.673
-13.029,11.770,1.063
-13.207,10.551,0.810
-13.037,9.449,0.602
-12.571,8.248,0.040
-11.981,6.922,-0.957
-11.409,5.685,-2.134
-10.887,4.815,-3.184
-10.403,4.428,-3.947
-10.007,4.410,-4.352
-9.843,4.513,-4.322
-10.050,4.521,-3.870
-10.649,4.308,-3.230
-11.500,3.771,-2.750
-12.347,2.778,-2.561
-12.892,1.252,-2.448
-12.884,-0.674,-2.107
-12.194,-2.620,-1.544
-10.850,-4.146,-1.091
-9.008,-5.028,-1.044
-6.856,-5.384,-1.346
-4.563,-5.516,-1.711
-2.283,-5.649,-1.964
-0.162,-5.807,-2.147
1.694,-5.901,-2.278
3.265,-5.872,-2.168
4.577,-5.737,-1.627
5.598,-5.537,-0.821
6.209,-5.318,-0.267
6.317,-5.187,-0.394
6.014,-5.337,-1.139
5.594,-5.958,-2.045
5.346,-7.075,-2.716
5.340,-8.482,-3.097
5.383,-9.862,-3.306
5.182,-10.980,-3.335
4.548,-11.787,-3.029
3.474,-12.370,-2.320
2.106,-12.825,-1.357
0.659,-13.188,-0.347
-0.649,-13.462,0.651
-1.666,-13.693,1.686
-2.340,-14.017,2.669
-2.713,-14.639,3.286
-2.848,-15.750,3.222
-2.773,-17.426,2.454
-2.473,-19.593,1.289
-1.915,-22.055,0.128
-1.069,-24.568,-0.788
0.069,-26.894,-1.403
1.430,-28.828,-1.706
2.839,-30.237,-1.659
4.059,-31.119,-1.247
4.939,-31.627,-0.542
5.509,-31.996,0.321
5.917,-32.405,1.227
6.256,-32.888,2.092
6.454,-33.349,2.830
6.369,-33.639,3.371
5.972,-33.597,3.727
5.424,-33.055,4.010
4.973,-31.872,4.305
4.794,-30.022,4.526
4.952,-27.644,4.456
5.484,-24.971,3.982
6.443,-22.171,3.276
7.823,-19.254,2.692
9.453,-16.141,2.454
11.014,-12.828,2.462
12.181,-9.485,2.444
12.795,-6.428,2.253
12.880,-3.979,1.992
12.550,-2.338,1.868
11.896,-1.513,1.975
10.977,-1.310,2.268
9.885,-1.402,2.679
8.796,-1.467,3.182
7.927,-1.331,3.745
7.438,-1.037,4.279
7.341,-0.772,4.712
7.514,-0.691,5.057
7.768,-0.781,5.378
7.920,-0.866,5.661
7.822,-0.737,5.787
7.350,-0.316,5.664
6.448,0.289,5.355
5.178,0.837,5.045
3.759,1.070,4.902
2.480,0.820,4.996
1.554,0.061,5.350
1.003,-1.086,5.970
0.676,-2.422,6.792
0.365,-3.757,7.656
-0.066,-5.017,8.424
-0.643,-6.242,9.136
-1.313,-7.484,9.963
-2.027,-8.659,10.949
-2.799,-9.507,11.829
-3.708,-9.713,12.176
-4.823,-9.099,11.750
-6.089,-7.719,10.677
-7.272,-5.784,9.282
-8.043,-3.507,7.807
-8.164,-1.026,6.338
-7.652,1.549,4.952
-6.774,4.055,3.814
-5.894,6.258,3.095
-5.286,7.910,2.832
-5.059,8.810,2.920
-5.202,8.836,3.229
-5.671,7.984,3.664
-6.422,6.432,4.132
-7.374,4.535,4.497
-8.395,2.685,4.651
-9.347,1.132,4.576
-10.148,-0.079,4.311
-10.780,-0.952,3.859
-11.207,-1.364,3.195
-11.313,-1.090,2.373
-10.951,-0.042,1.592
-10.082,1.559,1.077
-8.854,3.289,0.897
-7.510,4.828,0.944
-6.193,6.132,1.114
-4.869,7.289,1.456
-3.429,8.238,2.092
-1.882,8.663,2.979
-0.437,8.151,3.813
0.610,6.439,4.213
1.058,3.522,4.047
0.890,-0.368,3.542
0.230,-4.808,3.100
-0.746,-9.195,2.956
-1.887,-12.845,3.030
-3.098,-15.199,3.058
-4.338,-16.008,2.876
-5.590,-15.343,2.563
-6.814,-13.427,2.352
-7.926,-10.469,2.407
-8.850,-6.630,2.710
-9.587,-2.096,3.148
-10.228,2.875,3.668
-10.872,7.974,4.313
-11.539,12.871,5.076
-12.151,17.214,5.774
-12.594,20.653,6.109
-12.774,22.929,5.898
-12.621,23.988,5.247
-12.103,23.983,4.455
-11.288,23.159,3.736
-10.404,21.704,3.042
-9.787,19.695,2.167
-9.703,17.186,1.031
-10.158,14.331,-0.153
-10.893,11.455,-1.003
-11.556,9.006,-1.258
-11.927,7.436,-0.948
-11.988,7.059,-0.327
-11.826,7.949,0.323
-11.492,9.902,0.826
-10.971,12.497,1.103
-10.255,15.226,1.135
-9.416,17.675,0.974
-8.563,19.671,0.771
-7.737,21.299,0.736
-6.875,22.734,1.009
-5.888,24.000,1.557
-4.783,24.831,2.187
-3.682,24.804,2.667
-2.711,23.667,2.877
-1.874,21.578,2.853
-1.042,19.056,2.737
-0.080,16.666,2.658
1.034,14.719,2.642
2.200,13.194,2.596
3.292,11.902,2.403
4.257,10.671,2.036
5.116,9.434,1.587
5.910,8.195,1.190
6.646,6.986,0.892
7.313,5.853,0.612
7.934,4.851,0.226
8.582,4.041,-0.301
9.340,3.464,-0.879
10.250,3.133,-1.370
11.275,3.035,-1.717
12.317,3.137,-1.974
13.244,3.399,-2.230
13.914,3.789,-2.495
14.197,4.313,-2.693
13.989,5.020,-2.751
13.237,5.949,-2.691
11.950,7.053,-2.608
10.202,8.161,-2.573
8.124,9.053,-2.572
5.876,9.588,-2.555
3.613,9.783,-2.509
1.451,9.763,-2.456
-0.535,9.614,-2.407
-2.274,9.292,-2.357
-3.673,8.660,-2.341
-4.637,7.602,-2.469
-5.111,6.105,-2.813
-5.090,4.253,-3.286
-4.583,2.180,-3.663
-3.594,0.060,-3.777
-2.145,-1.907,-3.684
-0.330,-3.537,-3.596
1.710,-4.739,-3.660
3.865,-5.547,-3.810
6.082,-6.071,-3.859
8.293,-6.406,-3.693
10.313,-6.606,-3.347
11.850,-6.702,-2.918
12.646,-6.724,-2.438
12.612,-6.685,-1.872
11.812,-6.574,-1.215
10.348,-6.401,-0.567
8.292,-6.260,-0.116
5.725,-6.296,-0.025
2.811,-6.585,-0.321
-0.231,-7.036,-0.863
-3.240,-7.440,-1.425
-6.189,-7.629,-1.839
-9.152,-7.580,-2.110
-12.175,-7.365,-2.367
-15.173,-7.020,-2.709
-17.923,-6.478,-3.083
-20.153,-5.623,-3.328
-21.679,-4.375,-3.350
-22.473,-2.699,-3.239
-22.637,-0.577,-3.204
-22.319,1.982,-3.388
-21.648,4.864,-3.743
-20.746,7.799,-4.087
-19.762,10.465,-4.267
-18.858,12.636,-4.279
-18.150,14.238,-4.243
-17.660,15.242,-4.257
-17.343,15.540,-4.289
-17.137,14.982,-4.196
-16.983,13.596,-3.856
-16.800,11.735,-3.290
-16.506,9.947,-2.684
-16.096,8.630,-2.290
-15.681,7.775,-2.293
-15.428,7.065,-2.731
-15.444,6.223,-3.496
-15.705,5.322,-4.370
-16.084,4.772,-5.087
-16.384,5.045,-5.423
-16.362,6.391,-5.282
-15.753,8.725,-4.739
-14.389,11.704,-3.980
-12.329,14.877,-3.194
-9.869,17.811,-2.495
-7.362,20.177,-1.930
-5.008,21.797,-1.518
-2.824,22.605,-1.274
-0.800,22.591,-1.192
0.929,21.740,-1.245
2.090,20.068,-1.404
2.428,17.666,-1.661
1.866,14.721,-1.998
0.536,11.466,-2.367
-1.288,8.120,-2.704
-3.257,4.855,-2.975
-4.997,1.799,-3.199
-6.164,-0.977,-3.421
-6.541,-3.484,-3.679
-6.117,-5.793,-3.999
-5.083,-7.974,-4.392
-3.736,-10.029,-4.832
-2.341,-11.887,-5.247
-1.033,-13.464,-5.584
0.176,-14.727,-5.904
1.302,-15.716,-6.383
2.299,-16.510,-7.141
3.055,-17.180,-8.067
3.481,-17.721,-8.839
3.611,-18.003,-9.149
3.588,-17.789,-8.936
3.559,-16.885,-8.389
3.554,-15.332,-7.766
3.473,-13.493,-7.219
3.191,-11.896,-6.759
2.661,-10.895,-6.326
1.967,-10.406,-5.846
1.273,-9.955,-5.266
0.751,-9.003,-4.589
0.512,-7.327,-3.922
0.578,-5.132,-3.425
0.889,-2.854,-3.195
1.343,-0.845,-3.168
1.853,0.813,-3.177
2.394,2.257,-3.108
3.005,3.667,-2.991
3.767,5.141,-2.928
4.760,6.704,-2.933
6.021,8.355,-2.883
7.507,10.102,-2.640
9.113,11.929,-2.225
10.699,13.787,-1.843
12.149,15.601,-1.719
13.402,17.278,-1.899
14.435,18.665,-2.245
15.217,19.524,-2.614
15.684,19.582,-3.011
15.760,18.671,-3.523
15.391,16.859,-4.118
14.580,14.428,-4.583
13.387,11.723,-4.723
11.914,8.992,-4.620
10.287,6.317,-4.615
8.634,3.670,-4.979
7.065,1.011,-5.616
5.660,-1.615,-6.136
