SITE CODE= 4B9ëÂçËéså√êÏéOì˙í¨          ,38.1033,142.8600, 24,9.0,40613.6154873, 26.93, 46.56
 LAT.=   38.5741
 LON.=  140.9561
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
25.920,-27.790,-13.828
27.108,-26.405,-16.959
28.224,-24.346,-19.051
28.665,-21.801,-20.432
28.610,-19.117,-21.985
27.987,-15.869,-22.982
26.795,-12.416,-21.867
25.622,-8.978,-19.386
24.120,-5.156,-17.750
22.143,-1.800,-17.496
20.443,0.685,-17.337
19.297,3.021,-16.251
18.428,4.886,-14.523
17.927,5.802,-13.332
17.372,5.996,-13.104
16.782,5.103,-13.270
16.544,3.411,-13.379
15.952,2.004,-13.100
15.056,0.985,-12.557
14.519,0.411,-12.357
14.254,0.442,-12.479
14.490,0.937,-11.838
15.601,1.888,-9.552
17.171,3.089,-5.961
18.878,4.439,-2.668
20.421,5.798,-1.749
21.510,6.588,-3.171
22.246,6.815,-4.728
22.574,7.272,-5.539
22.374,8.275,-6.577
21.176,9.159,-8.222
18.890,9.681,-9.783
16.223,10.431,-10.246
13.464,11.358,-9.467
10.484,12.680,-8.502
7.400,14.672,-8.513
4.550,16.665,-9.836
2.140,18.779,-11.702
0.100,20.926,-13.760
-1.754,22.753,-15.398
-3.607,23.861,-15.340
-5.416,23.744,-13.204
-7.068,22.953,-9.194
-8.808,21.214,-5.325
-10.545,18.831,-3.357
-12.141,16.161,-2.426
-13.430,12.792,-1.337
-13.683,9.500,0.053
-13.290,5.919,-0.017
-12.482,2.002,-2.643
-10.312,-1.900,-5.952
-7.001,-5.876,-7.402
-2.810,-8.995,-7.074
2.005,-11.196,-7.350
6.387,-13.268,-8.503
10.794,-15.800,-9.472
15.288,-18.091,-10.036
18.641,-20.245,-9.850
20.982,-23.170,-8.911
22.044,-26.125,-7.059
21.488,-29.588,-3.927
20.431,-33.084,-0.297
18.941,-35.321,2.071
16.545,-37.277,1.624
13.632,-38.602,-1.807
10.724,-38.932,-6.590
8.244,-39.075,-11.062
6.023,-38.442,-14.227
3.902,-37.624,-14.194
2.163,-37.369,-10.027
0.924,-36.431,-4.016
0.186,-35.458,0.693
-0.610,-35.094,3.186
-1.768,-34.700,4.360
-2.771,-34.524,4.320
-3.898,-34.054,2.352
-5.860,-33.858,-0.790
-8.294,-34.601,-3.343
-10.536,-35.391,-4.474
-12.714,-36.756,-3.898
-15.032,-38.811,-2.241
-17.190,-40.571,-1.455
-18.871,-42.521,-2.558
-19.959,-44.832,-4.471
-19.960,-46.385,-4.997
-18.663,-47.203,-3.330
-16.982,-47.026,-1.545
-15.381,-45.302,-1.151
-13.488,-43.138,-1.144
-11.623,-40.167,-0.099
-10.485,-35.935,2.868
-10.132,-31.173,6.695
-10.914,-25.542,8.349
-13.038,-20.042,6.036
-15.584,-15.550,1.727
-18.098,-11.138,-0.405
-20.562,-6.926,1.070
-22.547,-3.162,4.275
-24.179,0.607,6.780
-24.798,3.795,7.375
-22.439,6.106,7.391
-17.717,8.321,8.507
-12.488,10.621,10.444
-7.084,12.534,11.771
-2.170,13.344,11.476
2.371,12.805,10.059
6.647,11.285,8.355
9.611,9.130,6.801
11.578,6.524,5.604
13.001,3.394,4.403
13.882,-0.093,3.377
14.908,-3.560,2.938
16.202,-6.776,3.158
17.457,-9.975,4.671
18.913,-13.489,7.131
20.722,-16.922,8.793
22.578,-20.309,8.937
24.417,-23.806,8.560
26.383,-26.464,8.979
28.313,-27.754,9.727
30.056,-27.734,8.672
31.355,-26.304,5.685
32.017,-23.939,3.334
32.442,-20.393,3.036
32.193,-15.502,4.511
30.371,-10.895,7.683
27.608,-6.520,11.864
24.693,-1.947,15.241
21.447,1.882,16.269
17.687,5.285,14.659
13.914,8.400,11.743
10.850,10.999,9.545
8.279,13.444,8.835
5.737,15.559,9.500
3.361,16.884,11.892
1.179,17.839,15.774
-0.966,18.596,19.244
-3.205,18.669,20.400
-5.560,18.157,18.928
-7.708,17.349,16.046
-9.477,16.585,13.934
-10.896,15.982,13.669
-11.769,15.880,14.592
-12.289,15.939,15.687
-12.609,15.504,16.578
-12.628,15.432,18.267
-12.700,15.843,21.250
-12.727,16.629,24.024
-12.707,17.998,25.400
-12.854,19.549,25.627
-12.555,21.434,25.323
-11.983,23.989,24.837
-11.050,26.749,23.773
-8.880,29.173,21.815
-6.183,31.261,19.781
-2.776,32.413,18.920
1.618,33.587,19.634
5.675,34.910,20.798
10.032,34.852,21.313
14.557,35.470,20.830
18.036,36.884,19.292
21.344,37.947,17.387
23.773,40.006,15.715
24.835,42.551,14.889
25.768,45.177,15.230
25.654,48.068,15.718
24.670,50.646,15.061
24.258,51.959,12.831
23.832,51.523,10.393
23.325,49.887,9.194
23.138,46.847,8.593
22.500,42.812,7.754
21.025,38.257,6.829
18.804,33.313,6.325
14.954,29.185,6.590
9.297,25.956,6.926
3.263,23.423,6.321
-3.252,21.572,5.113
-10.433,19.435,4.112
-16.963,17.000,3.513
-22.843,14.182,3.380
-28.058,10.219,3.422
-32.192,5.703,3.087
-35.527,0.727,2.258
-37.695,-4.941,1.382
-38.985,-10.143,0.986
-40.521,-14.273,1.338
-42.098,-17.293,2.369
-43.496,-19.103,3.253
-45.033,-19.630,3.764
-46.391,-18.863,4.409
-47.634,-17.206,4.561
-48.703,-15.196,3.712
-49.587,-13.636,1.993
-50.514,-12.884,0.028
-51.137,-12.987,-0.862
-51.805,-13.934,-1.177
-52.510,-15.150,-2.638
-52.788,-16.868,-5.409
-52.833,-19.179,-7.942
-52.625,-21.028,-9.122
-52.272,-22.328,-10.466
-51.995,-23.363,-13.362
-51.857,-24.249,-16.634
-51.433,-25.681,-18.414
-50.517,-27.155,-17.561
-49.438,-28.280,-14.389
-47.245,-29.480,-10.544
-43.367,-30.457,-7.760
-38.282,-31.298,-6.662
-31.862,-31.647,-6.195
-24.906,-31.327,-4.971
-18.763,-30.764,-3.463
-13.174,-29.718,-2.694
-8.706,-28.586,-2.189
-6.298,-27.263,-2.269
-4.716,-24.648,-4.266
-4.165,-20.657,-7.609
-4.536,-16.002,-10.346
-4.210,-10.954,-11.180
-3.724,-5.541,-10.299
-3.050,-0.220,-8.677
-1.909,4.684,-6.508
-0.659,8.753,-4.423
1.355,11.865,-4.673
3.981,14.106,-8.415
6.335,14.770,-14.104
8.441,14.771,-18.889
10.648,15.372,-21.067
12.311,16.109,-21.282
12.914,17.007,-20.547
12.077,17.880,-18.777
9.472,18.719,-15.698
6.032,19.386,-12.539
1.880,18.941,-10.784
-2.712,17.434,-10.211
-6.509,14.600,-10.320
-9.164,10.501,-10.502
-10.373,5.838,-10.824
-10.454,0.536,-12.309
-9.818,-5.263,-14.035
-8.568,-11.043,-14.220
-7.725,-15.679,-12.979
-7.914,-18.719,-11.643
-9.488,-21.025,-10.577
-12.233,-22.580,-9.685
-14.900,-23.056,-9.785
-17.675,-23.133,-10.970
-20.582,-23.489,-12.638
-22.764,-23.914,-14.235
-24.474,-24.557,-15.371
-25.459,-25.808,-17.019
-25.934,-27.246,-19.054
-26.767,-28.941,-19.259
-27.451,-29.957,-17.380
-27.622,-29.329,-15.483
-27.764,-27.792,-14.684
-27.360,-24.940,-14.300
-25.223,-21.153,-13.446
-21.556,-17.207,-12.296
-16.859,-12.909,-11.950
-11.884,-9.495,-13.001
-7.429,-7.486,-15.352
-2.990,-6.175,-18.823
1.448,-5.607,-22.186
5.231,-5.875,-23.967
8.211,-6.236,-23.548
10.729,-6.091,-20.682
12.895,-5.860,-16.205
14.707,-5.295,-12.172
16.348,-3.879,-9.838
17.773,-2.482,-8.527
18.991,-0.941,-7.521
19.712,0.995,-7.084
19.887,2.541,-7.480
19.659,4.074,-9.024
19.035,5.149,-11.632
18.588,5.345,-13.904
18.291,5.556,-14.921
18.155,5.900,-15.416
18.257,6.064,-15.406
18.285,6.049,-14.053
18.891,6.154,-11.748
19.706,6.511,-9.686
20.079,7.042,-8.581
20.545,7.670,-8.256
20.871,8.292,-8.329
21.188,9.046,-8.943
21.858,10.004,-10.818
22.370,10.440,-14.263
22.838,9.664,-17.503
23.214,7.617,-18.219
22.861,4.685,-15.847
21.258,1.325,-11.940
17.616,-2.364,-9.415
12.545,-5.914,-9.446
7.558,-9.346,-11.153
2.671,-12.194,-12.923
-2.121,-13.844,-12.744
-6.169,-15.228,-10.318
-9.235,-16.519,-6.693
-10.914,-18.534,-2.582
-11.236,-21.627,1.627
-11.099,-24.779,5.561
-11.083,-28.395,8.588
-11.734,-31.746,10.250
-13.085,-34.257,10.036
-14.674,-36.123,7.790
-16.902,-36.849,5.278
-19.733,-36.671,4.225
-22.401,-35.232,3.873
-24.707,-33.149,2.871
-26.675,-31.575,1.371
-27.632,-30.132,0.759
-27.398,-28.798,1.327
-26.664,-27.448,1.038
-25.149,-26.237,-1.591
-23.155,-25.583,-5.760
-21.060,-24.711,-9.220
-18.470,-23.275,-10.145
-16.151,-21.019,-9.044
-14.177,-17.749,-6.563
-12.211,-14.417,-2.327
-10.399,-10.755,2.749
-8.613,-6.616,6.406
-7.117,-3.293,7.144
-5.798,-0.965,5.826
-4.177,0.322,4.478
-2.220,0.802,4.128
-0.318,1.189,4.788
1.772,1.171,6.382
4.375,1.276,8.404
7.050,2.383,10.249
9.943,4.326,12.696
12.746,7.415,16.268
15.002,11.737,19.775
17.157,16.328,21.254
18.979,20.703,19.843
20.492,24.535,16.783
22.112,27.327,13.595
23.726,29.570,11.459
25.515,31.355,10.495
27.259,32.535,9.741
28.477,33.466,9.055
29.230,34.096,8.222
29.380,34.873,8.008
28.352,35.738,9.992
25.773,36.871,13.027
22.552,38.812,15.089
19.432,40.377,15.318
16.561,41.876,13.639
14.624,44.088,10.695
13.645,46.168,7.131
14.097,48.076,4.388
15.767,49.609,3.486
17.764,50.843,3.902
20.407,51.782,4.917
22.895,51.607,5.364
25.145,50.807,4.750
27.501,49.394,4.013
29.407,47.193,4.541
31.325,44.932,7.030
33.238,42.637,10.438
35.039,40.683,13.095
36.974,38.987,13.405
38.811,37.266,11.263
40.521,35.870,9.034
42.252,34.418,8.506
43.788,33.344,9.080
44.954,32.327,9.648
45.977,30.175,10.630
46.730,27.534,12.609
47.265,24.530,14.835
47.387,20.961,16.288
46.650,16.963,15.942
45.513,12.447,13.874
44.281,7.675,11.575
42.976,2.842,10.003
41.553,-1.450,9.807
39.952,-5.350,11.407
38.270,-9.138,14.126
36.542,-12.277,16.837
34.728,-15.155,18.438
32.751,-17.775,18.183
30.809,-19.994,16.155
28.696,-22.237,13.662
26.337,-23.805,12.552
23.939,-24.336,12.952
21.341,-23.832,13.472
18.672,-22.180,13.286
16.009,-19.958,12.234
13.437,-17.003,10.680
10.772,-13.700,9.470
7.788,-10.859,9.145
4.820,-8.426,9.510
1.582,-6.686,10.089
-1.935,-5.495,11.150
-5.417,-4.591,12.543
-8.941,-3.738,12.707
-12.311,-2.893,11.079
-15.970,-2.218,9.014
-19.885,-1.167,8.015
-23.722,0.132,8.114
-28.353,1.257,8.437
-33.551,2.044,9.102
-38.489,2.085,10.462
-43.241,1.579,12.100
-47.746,0.809,13.192
-51.824,-0.606,13.086
-55.202,-2.879,12.045
-57.509,-5.659,10.297
-58.370,-8.705,8.171
-58.423,-12.039,6.587
-58.289,-15.439,5.573
-57.240,-18.566,5.041
-55.542,-21.643,5.614
-53.247,-24.482,6.781
-50.106,-26.362,8.081
-46.355,-27.707,10.671
-41.292,-28.291,13.840
-35.250,-26.955,14.898
-29.105,-24.513,13.123
-22.891,-21.777,10.146
-16.686,-18.068,7.841
-11.180,-13.886,6.268
-6.631,-9.877,4.744
-2.970,-5.995,3.053
-0.515,-2.882,1.942
1.588,-0.277,3.227
3.490,2.341,6.499
4.665,4.860,9.531
5.360,6.975,10.582
5.753,8.216,9.327
6.386,8.892,7.852
7.095,8.989,7.714
7.414,8.755,8.536
7.556,7.970,9.212
7.445,5.930,8.774
7.178,3.432,8.074
7.330,0.223,8.871
7.675,-3.208,11.486
7.609,-5.879,14.741
7.371,-8.955,16.925
7.213,-12.063,17.303
7.027,-14.603,16.561
6.778,-17.016,15.113
6.491,-18.552,13.435
6.071,-19.854,11.995
5.665,-21.568,10.219
5.394,-22.932,7.966
4.992,-24.709,6.018
4.570,-26.785,5.705
3.943,-28.733,7.546
2.853,-30.689,10.565
1.182,-32.259,13.589
-1.457,-33.639,14.791
-4.468,-33.900,12.810
-7.486,-33.117,8.830
-10.665,-31.853,5.311
-13.235,-28.937,3.101
-14.950,-24.870,1.433
-15.973,-21.093,0.326
-15.913,-17.571,-0.344
-14.823,-14.352,-0.781
-13.296,-12.396,-0.420
-11.940,-11.193,0.038
-10.554,-10.218,-0.206
-8.887,-9.722,-1.454
-7.353,-8.436,-3.630
-5.520,-6.279,-4.868
-3.186,-3.500,-4.210
-0.786,0.753,-2.327
1.440,5.238,0.155
3.159,8.956,2.310
4.765,12.552,3.230
6.266,15.414,1.920
7.378,17.182,-1.334
8.670,18.446,-4.821
10.221,19.346,-7.948
11.878,20.503,-10.829
13.695,21.596,-13.616
15.756,22.459,-15.925
17.981,24.052,-16.691
20.016,25.827,-16.033
22.005,27.884,-14.916
23.659,30.334,-14.044
24.550,32.520,-14.077
25.425,34.965,-15.785
26.337,37.223,-19.132
27.020,38.835,-22.452
28.073,40.253,-24.313
29.371,41.404,-24.607
30.686,42.346,-23.326
32.209,43.138,-20.339
33.693,44.171,-16.535
34.606,45.559,-13.613
34.784,46.694,-12.709
34.016,47.663,-13.830
32.070,48.232,-15.693
29.854,48.014,-17.386
27.879,47.444,-18.896
26.090,46.040,-20.016
24.750,43.433,-20.602
24.198,40.483,-20.239
24.577,37.259,-19.321
25.130,33.615,-19.050
25.228,29.967,-19.578
24.543,26.295,-20.135
23.038,22.995,-19.730
20.938,20.427,-18.723
18.538,18.374,-18.491
16.291,16.938,-19.031
14.333,15.658,-19.259
13.317,14.584,-18.857
13.596,13.816,-19.346
14.511,12.175,-21.851
15.948,9.646,-24.471
18.035,6.593,-25.071
20.339,3.413,-24.079
22.327,0.392,-22.977
23.827,-3.200,-21.798
25.079,-6.671,-19.161
26.075,-9.368,-15.691
26.480,-11.447,-14.208
26.013,-12.991,-15.758
24.694,-14.550,-18.836
23.148,-15.434,-21.226
21.675,-15.431,-21.842
20.141,-15.039,-21.338
18.639,-13.986,-19.909
17.259,-12.768,-16.915
16.135,-11.465,-13.138
15.139,-10.016,-10.537
13.791,-9.092,-10.434
12.004,-8.564,-12.195
10.039,-8.094,-13.553
7.715,-7.546,-13.317
4.837,-6.349,-12.559
1.700,-5.133,-12.192
-1.415,-4.697,-11.479
-4.218,-3.896,-9.911
-6.591,-2.922,-8.030
-8.876,-2.756,-6.554
-10.934,-2.914,-6.383
-12.208,-3.197,-7.809
-12.907,-3.677,-10.138
-13.316,-4.569,-12.696
-13.363,-5.429,-15.063
-13.314,-6.059,-16.871
-13.698,-7.287,-17.857
-14.448,-8.625,-17.911
-15.073,-10.085,-17.033
-15.763,-12.184,-15.991
-16.382,-14.246,-15.279
-16.471,-16.491,-13.404
-16.090,-19.118,-9.677
-15.082,-21.215,-5.999
-13.214,-22.741,-4.755
-10.536,-24.362,-6.298
-7.599,-25.849,-7.975
-4.412,-26.364,-7.618
-0.853,-25.401,-5.770
2.095,-23.523,-3.800
4.524,-21.277,-2.685
6.891,-18.417,-2.733
8.430,-15.500,-3.891
9.268,-12.699,-5.769
9.483,-10.016,-7.549
8.860,-8.545,-8.472
8.546,-8.125,-8.648
8.518,-8.377,-8.397
8.186,-9.895,-6.870
7.827,-12.090,-4.271
7.111,-14.143,-1.933
6.079,-16.538,0.107
4.624,-18.889,1.686
2.756,-20.286,2.617
1.257,-21.382,3.194
-0.057,-22.170,3.090
-1.241,-22.657,2.880
-1.887,-23.754,3.640
-2.040,-24.673,4.769
-1.554,-25.513,5.402
-0.609,-27.135,5.742
0.188,-28.432,5.682
0.604,-29.419,5.419
0.600,-30.756,5.536
0.020,-31.737,5.272
-1.075,-32.671,3.796
-2.495,-34.169,1.098
-4.253,-35.308,-1.562
-5.960,-36.330,-2.138
-7.467,-37.648,-0.394
-9.030,-38.247,2.065
-10.507,-38.414,3.707
-12.063,-37.911,4.675
-13.543,-36.066,5.378
-14.008,-32.766,5.238
-13.181,-27.718,3.957
-11.076,-22.272,1.763
-7.681,-17.092,-0.186
-4.114,-11.930,-1.112
-1.007,-7.556,-0.888
1.741,-4.661,0.730
3.594,-3.402,2.973
4.207,-3.287,5.704
3.599,-3.680,9.025
2.695,-3.875,12.196
1.766,-3.821,14.253
0.494,-3.807,13.816
-0.202,-3.679,11.641
-0.248,-3.705,9.590
0.498,-3.713,8.403
1.937,-3.864,8.215
3.220,-4.464,8.443
4.762,-4.759,9.673
5.975,-4.893,12.276
5.794,-4.803,14.584
4.088,-4.486,15.278
0.824,-4.952,14.945
-3.067,-5.564,15.481
-6.953,-5.795,17.565
-10.780,-5.622,20.304
-14.311,-4.732,22.501
-17.423,-3.800,23.203
-19.704,-2.614,22.563
-21.398,-0.981,21.187
-22.979,0.640,19.817
-24.277,2.354,19.198
-25.600,3.814,19.400
-27.175,5.059,19.804
-28.766,6.214,19.630
-30.496,6.858,19.426
-32.272,6.818,20.242
-33.856,6.224,21.890
-35.481,5.061,22.903
-36.945,2.606,21.492
-38.030,-0.964,18.128
-38.662,-4.902,15.574
-38.204,-8.702,15.862
-37.019,-11.527,18.050
-35.773,-13.489,19.264
-34.173,-14.770,18.318
-32.017,-15.291,16.455
-29.395,-15.041,15.074
-26.781,-14.011,14.538
-24.390,-12.855,14.671
-21.847,-11.730,15.144
-18.761,-10.581,15.468
-15.094,-9.338,15.174
-11.155,-7.745,13.936
-6.855,-6.116,11.786
-2.564,-4.580,9.182
1.257,-3.057,7.109
4.745,-1.652,6.736
7.266,0.073,8.066
8.688,2.500,9.564
9.367,5.167,10.097
9.133,8.064,9.582
8.726,11.340,7.871
8.685,14.743,5.864
8.770,17.697,4.988
9.225,19.956,5.109
10.065,21.679,5.731
10.934,22.320,6.965
11.817,22.277,9.059
12.770,21.317,11.516
13.363,19.270,12.979
13.485,17.465,12.645
13.205,15.251,11.216
12.336,12.744,10.476
11.323,10.963,10.569
10.126,9.596,9.996
8.441,8.380,8.557
6.645,7.213,7.132
5.061,6.560,7.046
3.767,6.345,8.537
2.677,6.461,10.458
2.191,6.830,12.414
2.471,7.271,13.458
3.563,8.259,12.960
5.417,8.887,11.896
7.055,9.313,10.504
8.167,10.255,8.924
8.691,10.587,7.596
8.296,11.265,6.251
7.073,12.745,4.967
5.325,14.182,3.952
3.554,16.828,2.627
1.893,20.148,1.047
0.685,22.942,-0.251
0.264,26.121,-1.837
0.178,29.107,-3.772
0.345,31.241,-5.228
0.789,33.587,-6.452
1.077,35.950,-8.272
1.075,37.959,-10.719
0.615,40.207,-13.049
-0.181,42.625,-14.114
-0.804,45.218,-13.342
-1.621,48.247,-11.481
-2.670,51.097,-8.915
-3.311,53.075,-5.861
-3.592,54.657,-4.251
-3.434,55.616,-5.224
-2.856,55.093,-7.364
-2.060,54.166,-9.383
-0.757,53.247,-10.755
0.383,51.327,-10.680
0.568,48.255,-9.064
0.229,43.675,-6.483
-0.664,37.428,-3.049
-2.396,30.665,0.702
-4.491,24.019,3.617
-6.523,17.459,5.058
-8.400,11.652,4.071
-9.590,6.857,0.637
-9.914,2.905,-2.846
-9.792,0.208,-5.059
-9.414,-1.320,-6.513
-9.481,-2.668,-7.370
-10.114,-4.011,-7.178
-11.123,-4.969,-5.570
-12.885,-5.654,-3.598
-15.222,-6.026,-3.101
-18.041,-6.416,-4.700
-20.767,-7.042,-7.122
-22.704,-7.509,-8.985
-23.979,-7.800,-10.545
-24.218,-8.200,-12.097
-22.720,-8.854,-13.090
-19.625,-9.563,-13.265
-15.566,-10.044,-12.843
-11.201,-10.277,-12.564
-7.055,-10.583,-13.027
-2.850,-10.980,-13.648
1.132,-11.125,-13.858
4.464,-10.949,-13.456
7.449,-10.451,-12.361
9.819,-9.470,-11.357
11.886,-8.039,-10.904
13.823,-6.823,-11.017
15.444,-5.931,-12.112
16.905,-5.224,-14.251
17.776,-5.591,-16.391
18.285,-7.117,-16.917
18.648,-9.399,-16.103
18.492,-12.453,-15.182
18.034,-15.793,-14.137
17.578,-19.389,-12.610
17.121,-22.952,-10.628
16.489,-25.933,-9.435
15.698,-28.837,-9.934
14.491,-31.726,-11.484
12.885,-34.070,-13.481
11.387,-35.748,-15.002
9.266,-36.621,-15.779
6.180,-36.194,-16.359
2.796,-34.452,-16.404
-0.766,-31.894,-15.766
-4.201,-28.612,-14.903
-7.454,-24.895,-14.159
-10.535,-21.323,-13.558
-12.982,-18.045,-13.235
-14.971,-15.171,-13.210
-16.673,-12.917,-12.557
-17.883,-10.957,-11.805
-18.987,-9.070,-11.970
-20.444,-7.615,-11.961
-22.172,-6.118,-11.358
-24.206,-3.880,-10.295
-26.740,-1.536,-8.814
-29.512,0.746,-7.695
-32.045,3.370,-6.851
-34.286,5.441,-5.986
-36.141,7.057,-5.260
-37.209,8.302,-4.459
-37.264,7.829,-3.100
-36.038,6.279,-1.382
-33.701,4.017,-0.200
-30.918,0.971,0.151
-27.995,-1.474,-0.633
-24.790,-3.263,-2.700
-21.040,-4.227,-5.329
-17.130,-3.942,-7.754
-13.313,-2.932,-8.778
-9.573,-1.167,-7.813
-6.197,1.275,-5.657
-2.963,3.731,-3.324
0.090,5.942,-2.064
2.837,8.051,-1.976
5.598,9.786,-1.938
8.441,11.279,-1.660
11.337,12.823,-1.347
14.218,13.920,-1.150
17.144,14.829,-0.913
20.129,15.763,-0.405
22.977,16.378,-0.073
25.527,17.228,-0.345
27.673,18.140,-0.898
29.483,18.634,-0.887
30.952,19.352,0.329
31.704,20.162,2.092
31.578,20.886,2.627
30.875,21.292,1.383
29.538,20.922,0.196
27.829,20.722,0.485
26.486,20.868,1.597
25.205,21.010,2.814
23.677,21.387,3.547
22.352,21.808,3.582
20.948,22.290,3.807
19.196,22.886,4.540
17.223,23.575,5.409
14.463,24.279,5.826
11.119,24.980,5.618
7.864,25.616,5.967
4.428,26.236,7.589
0.910,27.460,9.629
-2.449,28.929,10.636
-5.908,30.059,9.546
-9.029,31.043,6.813
-11.293,31.625,3.972
-13.044,32.032,2.124
-14.438,32.438,1.460
-15.454,32.230,1.874
-16.128,31.344,3.073
-16.521,29.414,4.217
-16.889,26.031,5.138
-17.102,21.543,6.445
-17.100,16.204,8.401
-16.766,10.475,10.523
-15.774,4.743,11.279
-14.136,-0.806,10.173
-11.820,-5.978,8.555
-9.009,-10.313,7.412
-5.989,-13.396,7.057
-3.218,-16.035,7.639
-0.975,-18.227,8.804
1.099,-19.679,10.098
2.867,-21.087,11.304
4.270,-21.929,11.750
5.464,-22.300,11.216
6.363,-22.943,10.298
7.096,-23.468,9.132
7.482,-24.309,7.999
7.258,-25.813,7.400
6.350,-27.331,7.268
4.815,-29.009,7.327
2.811,-30.919,7.315
0.530,-32.499,7.129
-1.480,-33.741,6.946
-3.224,-34.764,7.296
-4.942,-35.628,8.601
-6.291,-36.299,10.328
-7.423,-36.649,11.324
-8.503,-36.878,11.113
-9.145,-37.046,10.516
-9.385,-36.955,10.179
-9.527,-36.239,9.359
-9.459,-35.360,7.708
-9.086,-34.966,6.173
-8.661,-34.631,5.895
-8.263,-34.572,6.768
-8.080,-34.748,7.323
-8.431,-35.186,7.196
-9.180,-36.513,7.273
-10.280,-37.493,7.423
-11.679,-37.957,6.222
-13.311,-38.884,3.550
-15.383,-39.768,1.735
-17.316,-40.444,1.968
-18.828,-40.667,3.078
-20.536,-40.395,3.489
-22.181,-39.853,3.029
-23.418,-38.596,3.278
-24.501,-36.358,4.351
-25.300,-33.005,5.179
-25.923,-29.163,5.468
-26.546,-25.380,5.013
-26.655,-21.941,4.968
-26.623,-19.659,6.387
-26.743,-17.890,7.696
-26.554,-16.462,7.052
-26.110,-16.474,4.820
-24.642,-16.976,2.840
-22.167,-17.113,2.113
-19.487,-16.967,2.457
-16.161,-16.076,2.885
-12.220,-15.004,2.320
-7.772,-14.025,1.784
-2.838,-12.471,2.730
2.151,-9.982,4.397
7.109,-6.796,5.382
11.905,-3.671,5.489
16.602,-0.530,5.779
21.132,2.851,6.966
25.203,6.302,8.631
28.772,9.623,10.103
31.754,12.341,10.249
34.289,14.457,8.346
36.447,15.929,4.878
38.218,16.846,1.199
39.593,17.455,-0.648
40.514,17.585,0.098
41.222,17.793,2.247
41.391,17.933,4.289
40.563,17.239,5.309
39.047,16.211,5.717
37.324,14.932,6.497
35.731,13.361,7.626
34.144,11.565,8.922
32.717,9.254,10.052
32.211,7.299,9.777
32.442,5.978,7.810
32.890,4.790,5.344
33.676,4.630,4.098
34.429,5.516,4.990
34.714,6.820,6.963
34.229,8.885,8.860
32.629,11.064,9.927
30.369,13.335,9.128
27.639,15.758,6.379
24.514,17.421,2.655
21.515,19.049,-0.863
18.722,20.727,-3.442
16.135,22.418,-5.348
13.772,24.629,-7.379
11.596,26.666,-9.954
9.540,28.961,-12.611
7.682,31.645,-13.954
6.077,34.191,-13.368
4.805,37.192,-11.424
4.159,40.143,-8.695
3.843,42.689,-6.573
4.161,45.595,-6.086
5.325,48.106,-6.571
6.570,50.127,-7.433
8.133,52.541,-8.646
9.982,54.634,-10.141
11.521,56.232,-11.504
12.727,57.615,-11.898
13.658,58.739,-11.121
14.412,60.085,-9.927
14.792,61.206,-8.663
15.084,61.788,-7.202
15.783,62.334,-5.567
16.673,62.239,-4.059
17.871,61.314,-3.747
19.341,59.774,-5.281
20.702,56.559,-7.583
21.852,52.035,-9.588
22.531,47.197,-11.311
22.071,41.671,-12.667
20.177,36.033,-13.539
17.891,31.129,-14.119
15.273,27.000,-14.542
11.766,23.723,-14.688
8.496,21.414,-14.027
5.625,19.793,-12.618
2.802,18.286,-11.796
0.373,16.493,-12.606
-1.808,13.750,-13.888
-3.392,10.220,-13.808
-4.317,6.688,-12.899
-5.288,3.046,-12.773
-6.369,-0.880,-13.835
-7.064,-4.694,-15.361
-7.321,-7.702,-16.421
-7.581,-9.789,-16.751
-7.841,-11.107,-16.270
-7.713,-11.742,-15.164
-7.379,-12.014,-13.970
-7.063,-11.951,-13.359
-6.564,-11.793,-14.053
-6.221,-12.163,-15.384
-6.129,-13.044,-16.648
-5.901,-13.994,-18.317
-5.820,-15.389,-20.114
-6.046,-17.565,-21.213
-6.163,-19.890,-20.931
-6.219,-22.151,-18.950
-6.588,-24.606,-15.409
-7.180,-27.073,-10.874
-7.794,-29.164,-6.449
-8.479,-30.922,-3.105
-9.078,-32.304,-1.839
-9.430,-32.963,-2.931
-9.686,-33.120,-5.587
-9.476,-32.722,-8.982
-8.731,-31.652,-11.634
-7.625,-30.417,-12.190
-5.667,-28.787,-10.663
-3.418,-26.890,-8.169
-1.539,-25.228,-6.109
0.314,-23.520,-4.525
1.889,-22.154,-3.436
3.247,-20.916,-3.521
4.804,-19.540,-4.647
6.185,-18.586,-6.455
7.599,-17.492,-8.281
9.261,-16.476,-9.662
10.834,-15.648,-10.654
12.426,-14.402,-11.261
13.729,-13.332,-11.486
14.427,-12.496,-10.647
14.531,-11.859,-8.405
13.759,-11.600,-4.992
12.443,-11.750,-0.918
11.284,-12.139,1.709
10.341,-12.125,1.204
9.522,-12.257,-1.398
9.158,-12.405,-3.687
9.374,-11.716,-4.119
9.436,-10.884,-3.186
8.803,-10.101,-2.394
7.501,-9.554,-2.403
5.103,-9.896,-2.380
1.629,-10.655,-2.006
-2.288,-11.561,-2.263
-6.323,-13.311,-2.400
-10.067,-15.928,-1.336
-13.140,-18.218,-0.242
-15.494,-20.084,0.009
