SITE CODE= 4B9ëÂçËéså√êÏéOì˙í¨          ,38.1033,142.8600, 24,9.0,40613.6154873, 26.93, 46.56
 LAT.=   38.5741
 LON.=  140.9561
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
3.991,-56.251,-43.898
4.323,-68.655,-56.811
7.470,-79.830,-46.949
11.777,-86.629,-21.235
16.312,-84.231,1.832
16.480,-75.339,9.984
9.232,-65.002,1.676
1.227,-50.490,-15.557
-7.391,-36.281,-32.447
-18.427,-24.894,-44.627
-25.706,-15.709,-54.453
-25.717,-12.157,-61.111
-20.602,-10.607,-57.289
-13.961,-10.546,-38.119
-7.505,-12.054,-10.653
-3.523,-12.763,8.193
-1.846,-15.697,14.168
-0.804,-18.629,13.325
0.381,-15.407,7.681
2.638,-10.565,-3.571
2.785,-11.815,-17.340
3.343,-18.555,-21.742
8.154,-27.887,-20.443
13.335,-36.314,-28.695
17.648,-46.062,-45.729
23.496,-58.375,-59.334
32.531,-64.728,-54.335
40.038,-63.914,-31.084
43.286,-56.095,-0.503
45.283,-43.371,34.832
46.143,-30.731,67.625
47.641,-14.514,85.130
47.957,-1.084,79.436
45.841,2.259,53.932
45.612,-1.990,24.954
45.515,-10.311,4.200
44.718,-14.246,-10.945
44.280,-14.300,-22.916
44.041,-12.530,-29.382
47.746,-0.798,-30.972
53.366,17.970,-29.205
56.262,36.059,-23.896
59.052,53.382,-13.959
63.078,66.732,-0.558
61.501,74.295,13.711
46.850,75.560,25.623
25.211,70.661,31.747
6.268,63.939,32.767
-12.273,56.314,26.133
-30.913,50.893,14.076
-44.073,47.509,12.852
-50.113,44.439,30.260
-51.672,46.084,55.168
-55.494,47.654,67.149
-62.911,44.073,56.751
-68.111,36.015,34.242
-71.424,25.913,9.410
-76.637,18.655,-13.179
-84.849,11.448,-28.641
-93.947,3.964,-31.817
-99.476,0.164,-20.090
-100.700,0.686,-5.006
-99.634,6.269,-1.289
-96.319,11.398,-7.878
-90.315,15.004,-15.945
-84.320,22.096,-19.529
-84.041,29.259,-16.652
-88.582,34.416,-11.835
-93.391,39.038,-11.522
-99.900,41.911,-15.477
-106.107,43.601,-19.293
-109.011,45.202,-16.630
-109.274,47.649,-6.733
-106.175,53.421,-2.398
-101.936,58.532,-10.211
-96.776,59.627,-20.862
-89.723,63.167,-24.929
-85.577,69.164,-22.280
-85.320,75.511,-22.772
-84.924,83.172,-31.618
-81.626,88.311,-40.103
-73.143,94.440,-38.797
-60.638,104.152,-28.918
-47.459,112.625,-18.440
-31.668,117.793,-7.222
-11.759,117.167,7.993
9.211,114.129,19.243
29.361,111.120,17.664
45.055,103.503,2.540
57.098,94.662,-16.054
69.277,87.741,-23.347
78.297,82.964,-18.180
82.785,83.005,-9.739
80.338,81.711,-2.744
71.940,76.145,6.231
65.607,70.063,16.637
60.001,61.112,17.370
53.457,48.923,4.035
49.984,32.946,-15.727
50.843,13.508,-26.113
55.218,-5.846,-13.300
58.054,-24.361,14.214
55.370,-39.399,36.999
47.915,-54.162,45.560
38.046,-70.969,41.596
30.552,-82.263,33.956
24.299,-87.319,26.672
17.887,-89.466,18.506
17.261,-90.998,13.779
22.442,-93.689,15.929
30.591,-93.877,20.019
39.500,-94.432,22.624
47.039,-101.577,26.212
55.511,-109.922,32.546
61.646,-116.900,39.914
63.010,-123.727,41.119
64.196,-126.255,31.706
64.404,-125.724,18.453
64.612,-118.116,11.625
66.652,-97.846,12.143
66.944,-72.061,6.921
67.330,-47.484,-8.415
68.792,-30.565,-19.259
69.833,-19.685,-16.039
72.190,-9.547,-3.593
72.582,-7.110,5.419
70.527,-13.606,6.724
71.984,-23.391,7.584
72.213,-29.361,6.341
62.849,-25.598,1.028
49.059,-19.915,-2.679
36.271,-13.549,-4.730
22.005,0.760,-5.417
4.304,15.893,-6.618
-15.839,29.173,-12.929
-32.530,40.754,-21.703
-44.600,43.010,-28.275
-53.708,40.460,-30.692
-59.233,33.628,-29.567
-63.374,19.825,-28.067
-55.695,10.770,-27.981
-32.007,8.045,-28.567
-7.820,9.414,-26.032
14.050,20.434,-18.017
34.830,37.648,-6.924
48.485,54.723,7.445
53.199,68.135,23.136
50.708,77.297,30.824
45.155,82.314,27.654
38.741,80.806,21.732
35.635,78.473,17.576
38.949,79.443,9.050
43.892,78.877,-8.172
49.815,76.322,-28.086
58.227,73.732,-34.232
62.941,73.398,-16.194
57.495,78.219,10.571
41.918,83.211,27.166
20.017,82.889,30.345
-1.090,82.732,22.944
-21.176,82.944,11.426
-44.362,75.632,4.219
-61.533,62.744,5.918
-68.998,44.455,16.136
-73.898,21.257,30.056
-76.872,1.731,36.402
-76.769,-15.075,27.556
-74.504,-29.709,10.171
-71.841,-36.668,-6.478
-71.455,-36.067,-18.408
-76.026,-31.962,-20.996
-83.445,-29.385,-10.913
-90.095,-30.257,8.300
-97.824,-32.691,28.387
-107.646,-36.668,42.548
-113.243,-44.551,46.021
-106.598,-53.058,32.651
-88.124,-59.123,3.909
-64.306,-64.498,-27.107
-40.064,-66.708,-47.011
-17.579,-65.038,-50.568
0.016,-63.355,-40.618
9.499,-61.882,-21.478
12.457,-59.610,-2.754
12.861,-57.023,3.251
9.919,-54.168,-2.768
4.764,-51.790,-8.639
5.864,-48.655,-5.209
12.025,-42.530,3.497
20.015,-33.221,8.982
34.318,-22.613,7.937
51.940,-14.929,2.840
69.966,-10.682,2.477
86.103,-8.357,9.878
94.382,-8.955,21.060
97.630,-13.820,30.765
99.557,-21.663,33.432
98.950,-29.511,32.106
97.975,-35.918,28.986
99.355,-38.990,21.436
102.678,-40.081,13.268
107.961,-40.751,7.806
115.612,-39.341,3.154
123.039,-38.189,-3.700
129.739,-38.450,-12.529
137.042,-38.773,-19.428
143.637,-39.179,-20.317
150.275,-38.229,-13.953
157.218,-35.557,-3.633
162.927,-32.640,7.697
167.497,-30.849,15.867
170.095,-31.266,18.580
169.189,-34.811,21.063
164.954,-40.450,21.070
158.964,-45.516,12.427
151.307,-51.954,2.882
144.238,-58.801,1.709
141.897,-60.608,9.942
141.184,-60.610,24.402
138.068,-60.607,35.680
132.573,-59.231,39.053
122.502,-60.965,40.881
106.744,-63.256,44.990
85.840,-62.748,51.512
60.563,-62.632,58.483
35.458,-60.259,56.205
12.203,-55.335,41.803
-8.772,-51.853,26.404
-23.213,-47.573,16.862
-32.822,-42.843,12.287
-42.374,-42.909,12.528
-52.704,-46.584,15.678
-63.673,-50.151,17.257
-75.287,-54.131,18.344
-87.986,-56.704,19.526
-101.283,-54.519,17.467
-114.360,-48.811,14.495
-125.813,-39.891,7.709
-133.664,-26.631,-8.235
-139.889,-14.459,-27.276
-145.866,-6.994,-38.662
-150.445,-1.244,-32.517
-156.014,3.977,-13.884
-163.070,11.192,-0.500
-167.257,19.827,1.945
-163.169,28.518,-1.817
-148.697,43.362,-6.107
-129.751,61.155,-4.839
-109.705,73.888,2.951
-86.195,80.757,13.249
-63.879,77.807,22.114
-49.279,65.450,29.139
-42.936,48.725,36.931
-43.846,29.238,44.283
-47.250,15.052,46.750
-48.928,11.380,42.525
-49.376,16.000,33.205
-46.106,27.629,24.789
-39.236,40.704,23.084
-31.183,50.076,24.514
-20.972,50.013,22.511
-10.357,35.832,16.390
2.077,15.016,7.941
18.712,-6.660,-0.679
33.968,-29.289,-7.202
45.627,-45.572,-5.710
55.042,-53.679,5.901
61.159,-58.515,18.836
62.789,-58.887,25.595
56.269,-57.429,19.355
44.633,-55.609,-0.366
32.054,-53.467,-20.793
17.478,-51.438,-31.831
5.511,-45.477,-32.174
-4.946,-41.192,-26.231
-15.539,-39.863,-19.099
-22.698,-37.503,-11.522
-30.042,-37.657,-1.599
-37.927,-35.032,7.607
-41.694,-26.028,10.129
-42.493,-14.125,7.692
-42.723,2.570,3.549
-42.814,22.744,-1.717
-47.083,42.008,-7.018
-56.290,59.436,-11.842
-66.503,73.116,-14.362
-75.184,83.228,-13.477
-76.923,93.329,-12.304
-68.573,100.986,-13.359
-50.678,103.160,-13.503
-28.116,102.382,-7.431
-6.305,100.748,8.196
12.275,97.189,28.584
21.030,88.463,38.066
18.566,76.567,27.555
9.863,66.245,5.637
0.265,61.335,-15.530
-5.963,66.140,-31.041
-9.571,74.642,-39.465
-6.632,81.015,-37.695
6.054,86.866,-25.739
20.973,90.315,-12.726
34.333,89.247,-9.063
46.082,77.755,-13.421
51.870,56.271,-16.395
47.789,36.887,-19.825
34.329,22.525,-27.167
14.754,9.860,-30.117
-7.831,1.286,-26.666
-29.130,-0.598,-20.123
-48.318,0.229,-13.301
-63.684,0.842,-8.180
-69.777,-0.163,-0.307
-67.966,-4.528,9.524
-61.255,-8.579,13.353
-52.721,-13.173,8.455
-45.570,-18.964,-0.019
-40.573,-20.638,-8.732
-40.856,-18.511,-21.798
-47.542,-16.759,-37.677
-57.461,-18.438,-45.093
-67.761,-22.691,-35.564
-78.511,-27.502,-12.722
-90.001,-33.378,4.251
-99.493,-41.993,1.280
-103.316,-54.980,-9.541
-101.913,-69.408,-14.223
-99.327,-79.231,-12.867
-97.951,-86.418,-6.858
-96.511,-95.841,0.116
-91.588,-102.232,4.113
-86.457,-103.881,2.546
-84.538,-101.669,-4.514
-84.531,-94.349,-7.369
-88.571,-85.780,-1.557
-92.959,-72.970,2.218
-96.255,-58.152,-6.609
-100.336,-48.911,-21.128
-99.855,-42.288,-24.593
-96.982,-36.318,-11.935
-91.152,-30.751,8.220
-75.866,-27.434,21.907
-56.387,-27.606,24.002
-37.567,-26.073,20.959
-18.761,-20.870,18.025
-3.603,-15.674,16.095
6.651,-11.929,12.043
14.095,-8.373,5.814
18.953,-6.297,-0.211
24.627,-4.636,-10.689
32.248,-4.329,-27.211
41.299,-9.039,-43.032
54.213,-15.352,-49.857
69.867,-22.462,-43.088
86.041,-30.623,-29.584
100.755,-36.249,-18.441
113.175,-41.200,-8.555
123.378,-45.886,3.717
131.706,-47.160,19.164
137.219,-47.575,31.698
138.837,-48.363,30.338
140.491,-49.479,13.338
143.918,-53.206,-12.655
151.225,-56.931,-37.579
163.177,-61.014,-48.982
176.264,-66.554,-42.466
190.635,-68.666,-26.225
203.862,-67.594,-11.022
211.920,-63.622,-1.438
213.266,-52.400,3.161
206.612,-33.634,4.963
191.876,-10.262,4.240
172.010,14.335,-0.047
151.091,35.793,-8.519
131.248,52.444,-21.861
113.835,65.076,-37.135
98.391,71.782,-47.706
86.599,73.757,-46.952
78.994,75.004,-32.673
71.539,75.816,-12.024
63.600,79.331,4.454
53.777,87.095,8.482
40.050,95.916,0.313
21.919,106.372,-9.165
-3.045,116.519,-15.607
-29.620,122.935,-18.577
-53.122,125.654,-13.968
-75.522,123.379,-3.091
-88.848,117.548,9.828
-91.063,108.098,20.239
-89.180,92.720,25.517
-80.642,76.190,22.974
-67.163,61.798,12.368
-54.900,48.429,2.017
-45.528,39.427,-2.886
-41.026,36.792,-0.295
-42.093,37.630,10.372
-46.133,41.563,22.754
-50.339,47.119,31.809
-52.818,49.195,36.557
-49.948,46.606,37.384
-40.568,39.888,36.634
-27.197,28.728,32.574
-10.798,15.764,19.789
7.354,1.815,0.848
22.704,-11.006,-13.248
33.929,-16.969,-16.062
41.095,-17.986,-10.273
42.461,-16.360,-0.477
41.185,-10.104,5.674
38.261,-1.615,3.956
34.059,4.742,1.558
33.893,6.910,3.521
39.011,6.513,10.656
46.579,3.477,18.385
56.061,-2.658,17.613
68.494,-10.149,9.609
81.934,-19.452,-0.979
92.387,-27.118,-10.202
96.777,-33.365,-12.083
97.323,-41.498,-10.582
96.208,-49.036,-14.798
90.014,-60.261,-22.310
80.410,-76.056,-21.584
72.257,-90.030,-7.568
65.785,-102.973,10.296
59.504,-114.718,18.005
54.420,-123.890,14.714
52.992,-131.251,8.109
54.723,-133.420,0.396
55.673,-131.549,-5.918
50.605,-130.097,-7.351
39.749,-125.830,-1.489
24.945,-119.243,14.584
6.436,-110.571,33.246
-11.635,-94.355,40.967
-26.643,-74.783,33.594
-35.594,-54.968,15.575
-37.298,-34.593,-2.430
-37.387,-18.891,-10.828
-38.636,-7.412,-12.337
-41.769,1.205,-13.326
-47.745,3.743,-12.225
-54.113,3.713,-6.896
-59.060,7.923,2.393
-63.818,16.369,13.410
-68.181,31.537,18.343
-70.970,52.369,14.351
-71.930,69.267,8.634
-68.013,83.381,9.297
-60.485,92.311,20.000
-53.677,91.180,33.470
-45.798,84.226,38.370
-38.141,67.930,35.277
-31.808,47.608,28.475
-25.677,32.770,19.061
-24.888,18.874,12.184
-27.552,8.828,14.089
-28.413,9.134,24.155
-30.130,18.148,32.663
-30.711,31.542,31.720
-28.655,42.878,23.765
-26.788,52.864,11.915
-25.650,63.448,-2.248
-27.137,66.952,-10.145
-29.000,63.197,-6.490
-28.869,57.312,1.059
-30.295,48.751,3.383
-32.785,40.424,-0.819
-33.741,34.748,-4.179
-34.352,32.019,-3.727
-35.154,34.403,-8.014
-36.930,37.691,-19.491
-40.137,37.033,-26.736
-42.203,37.061,-21.527
-42.166,40.558,-12.914
-37.465,42.251,-11.127
-27.013,38.399,-13.599
-14.604,33.051,-15.881
-1.443,29.740,-17.656
9.642,24.486,-22.388
15.816,15.536,-29.927
17.113,5.715,-33.042
13.350,0.048,-29.618
7.068,2.679,-23.191
-0.300,10.739,-17.326
-6.724,21.644,-11.373
-8.429,35.446,-3.203
-8.024,49.497,0.339
-8.664,60.078,-2.896
-9.910,64.562,-5.038
-10.762,66.133,-3.933
-11.703,67.925,-3.018
-16.117,66.808,-5.835
-22.446,65.536,-10.350
-29.598,65.416,-11.596
-41.734,64.186,-10.788
-56.923,64.118,-12.572
-72.095,60.694,-18.750
-86.760,53.647,-25.645
-97.702,47.964,-29.432
-103.447,42.814,-27.242
-104.851,39.404,-16.402
-100.416,37.820,-2.988
-89.728,36.565,3.705
-77.041,33.230,1.595
-65.077,27.689,-3.461
-55.636,24.075,-3.540
-51.845,22.402,-1.926
-52.978,21.823,-5.039
-57.319,19.757,-9.544
-62.313,15.936,-8.942
-65.508,15.134,2.754
-69.287,13.460,22.298
-71.530,7.878,37.036
-68.444,0.222,40.193
-62.966,-11.983,35.640
-55.428,-24.763,31.065
-47.705,-33.027,25.836
-43.378,-37.354,14.266
-38.608,-36.446,-4.401
-31.733,-32.122,-23.391
-25.186,-24.180,-32.329
-19.327,-10.145,-30.245
-16.188,5.517,-22.360
-17.507,20.251,-11.106
-19.434,33.680,2.933
-20.488,44.243,19.284
-21.195,53.107,31.587
-19.346,60.537,31.552
-14.544,64.520,21.754
-4.935,65.800,11.429
8.452,67.841,2.184
21.452,71.217,-7.852
34.200,73.736,-13.595
46.923,74.416,-9.686
59.289,74.364,1.848
69.343,73.481,12.958
75.050,69.790,16.273
78.695,63.363,12.684
82.488,56.847,7.061
87.035,52.191,1.021
92.124,48.459,-5.406
97.875,44.739,-13.650
104.512,42.026,-25.447
109.229,39.982,-38.586
109.451,37.315,-49.111
104.868,35.504,-53.738
97.145,34.645,-52.684
88.720,33.245,-47.257
79.981,31.343,-32.336
71.681,28.228,-7.628
64.750,26.905,16.929
57.424,26.650,33.748
48.798,22.700,41.136
42.133,19.056,43.222
37.691,16.758,40.106
32.345,13.804,24.235
26.057,9.632,-1.751
19.867,1.465,-26.225
15.755,-6.186,-42.082
13.604,-11.980,-49.563
12.154,-19.043,-49.234
13.997,-24.494,-34.549
19.610,-26.048,-9.492
26.243,-19.963,9.083
29.749,-10.503,14.746
27.789,-2.404,8.795
25.434,9.835,-3.709
24.046,17.856,-15.043
21.325,17.864,-21.283
21.577,15.996,-18.879
24.049,6.971,-14.602
25.763,-5.045,-19.739
26.630,-17.562,-30.823
25.017,-33.123,-36.669
23.472,-43.109,-28.595
20.624,-48.718,-8.821
14.674,-52.930,12.207
7.848,-55.346,26.279
-0.902,-60.116,29.661
-9.145,-64.120,23.687
-17.032,-67.927,12.055
-25.498,-75.454,2.357
-28.928,-81.997,-0.367
-27.241,-85.173,1.505
-24.350,-86.723,7.622
-23.296,-85.990,17.708
-25.271,-84.005,30.191
-29.948,-84.438,44.689
-40.167,-86.519,57.229
-53.321,-90.499,65.623
-65.097,-98.253,71.486
-76.083,-105.243,71.918
-83.059,-110.640,66.764
-85.300,-117.102,59.875
-85.193,-120.949,50.801
-82.559,-121.256,40.811
-80.391,-120.010,32.354
-79.593,-112.339,26.190
-76.076,-98.029,22.150
-69.261,-81.543,18.145
-61.012,-64.580,12.746
-52.946,-50.826,4.764
-47.943,-39.667,-1.980
-47.168,-31.359,-4.236
-48.642,-27.315,-5.270
-51.411,-25.121,-1.626
-55.265,-23.225,8.712
-57.008,-16.386,20.522
-56.227,-4.232,31.752
-54.226,9.021,35.849
-48.775,22.329,27.416
-42.561,29.192,11.307
-38.218,29.007,-5.999
-33.204,26.755,-17.855
-29.062,18.875,-22.252
-25.464,8.722,-22.285
-20.264,0.732,-18.189
-16.081,-6.121,-11.280
-12.511,-7.713,-5.440
-9.772,-8.365,-3.299
-9.405,-11.719,-4.565
-7.429,-15.010,-5.976
-3.381,-21.370,-4.820
1.910,-29.329,2.405
9.966,-38.296,17.459
17.868,-49.275,34.923
24.000,-58.068,47.175
27.465,-66.335,49.302
27.542,-74.636,41.170
26.789,-79.750,26.277
25.222,-82.119,9.968
23.798,-82.450,-3.307
25.461,-82.536,-13.348
30.253,-83.103,-18.866
37.199,-83.804,-17.842
45.855,-84.742,-13.352
55.730,-84.930,-12.421
63.722,-84.812,-17.557
67.387,-84.914,-22.357
69.559,-84.354,-21.441
71.029,-81.759,-14.556
69.715,-79.252,-6.017
66.358,-75.699,-3.112
62.321,-67.010,-7.274
57.748,-55.097,-14.021
50.978,-39.551,-15.975
42.031,-23.231,-6.522
33.823,-8.271,12.954
24.619,8.080,33.220
11.828,22.001,43.942
-1.008,31.737,40.822
-10.684,35.852,26.212
-15.513,33.839,8.202
-17.098,30.482,-4.014
-20.084,27.021,-10.449
-24.039,22.851,-16.619
-28.480,17.589,-21.631
-34.376,12.767,-20.892
-42.280,11.886,-15.820
-53.675,14.170,-10.302
-67.429,18.042,-3.823
-79.215,24.355,3.653
-84.271,30.888,8.682
-83.307,34.689,8.733
-79.989,35.740,6.933
-75.857,33.859,9.148
-71.840,30.050,14.406
-68.507,25.746,19.307
-66.550,20.355,23.490
-65.327,16.129,24.987
-64.423,15.715,21.331
-64.828,18.598,10.890
-65.006,23.631,-1.868
-62.666,27.826,-8.837
-57.116,31.558,-8.179
-48.193,35.529,1.326
-37.448,36.048,17.620
-25.666,35.510,31.073
-13.332,34.625,33.860
-3.189,30.216,23.166
4.432,25.127,4.307
8.921,18.787,-12.939
9.980,12.940,-24.969
10.263,11.109,-33.983
9.380,8.414,-44.446
9.602,6.468,-54.418
14.067,6.850,-53.428
20.715,6.770,-37.423
29.512,7.714,-14.625
38.272,4.763,2.258
45.232,-3.810,9.662
52.934,-14.747,13.902
58.980,-27.646,18.024
62.677,-37.094,19.593
65.211,-42.964,13.451
65.168,-47.053,-1.209
62.366,-46.211,-18.007
55.672,-41.915,-25.888
46.715,-34.846,-15.345
36.898,-25.671,6.248
24.930,-16.198,23.694
12.406,-7.311,28.144
2.416,-1.173,18.896
-1.857,1.782,7.669
-1.172,2.798,2.196
1.306,3.597,-1.196
3.432,1.809,-5.813
4.998,-2.306,-10.787
7.285,-4.545,-9.671
5.959,-6.200,-2.846
-0.007,-6.873,-0.545
-6.530,-9.521,-7.541
-13.287,-16.107,-18.693
-17.882,-19.950,-25.307
-18.823,-21.346,-22.666
-15.227,-21.174,-10.439
-5.971,-18.981,2.245
5.801,-17.604,3.054
18.211,-17.081,-8.261
29.816,-17.725,-24.794
37.926,-17.554,-38.841
41.411,-15.662,-47.415
41.333,-13.455,-48.336
39.300,-9.824,-36.084
35.448,-4.478,-14.364
27.722,2.170,6.930
15.482,7.476,21.422
3.878,8.763,25.852
-4.039,7.654,17.761
-7.441,6.415,-2.822
-3.555,4.733,-27.166
4.160,2.637,-41.358
13.422,3.704,-41.250
23.526,9.743,-39.205
26.321,15.793,-42.425
22.945,18.020,-44.091
19.935,22.454,-41.645
14.629,31.368,-36.448
6.466,39.326,-32.445
0.506,47.556,-30.759
1.270,54.179,-25.934
7.793,58.040,-22.298
16.754,62.968,-25.212
25.965,61.794,-31.760
36.510,55.120,-36.683
48.391,49.666,-34.843
54.034,43.553,-28.744
53.478,39.753,-21.701
48.749,36.888,-12.496
39.686,34.678,-0.439
32.386,37.287,9.027
25.599,38.804,6.748
19.400,37.929,-2.705
19.066,37.152,-6.673
22.051,37.069,0.077
24.483,38.643,14.742
25.025,39.146,27.871
23.497,39.540,34.143
19.196,40.309,33.740
10.782,39.753,24.815
0.124,38.064,10.318
-11.744,32.520,-2.573
-23.714,25.796,-9.227
-33.832,22.042,-7.702
-43.595,19.519,-0.147
-49.987,22.045,8.316
-51.396,29.820,11.690
-50.247,38.166,11.279
-45.336,47.691,15.800
-39.870,56.101,26.678
-35.820,62.069,38.986
-33.714,65.485,45.877
-35.138,66.665,41.668
-36.849,68.517,29.479
-39.105,71.409,14.648
-41.800,77.552,1.477
-44.089,85.490,-5.040
-49.795,93.675,-3.108
-59.256,103.643,5.309
-71.536,109.314,14.117
-85.529,110.831,20.002
-97.714,110.469,23.232
-105.890,105.582,21.663
-107.128,98.482,16.884
-99.384,85.797,13.402
-85.014,68.132,11.334
-69.107,51.858,7.565
-55.027,34.666,2.516
-42.607,16.988,-0.518
-32.661,2.064,-1.345
-26.019,-8.486,-1.326
-20.828,-13.772,-1.789
-14.613,-15.443,-2.154
-7.029,-15.006,-0.032
1.983,-14.549,5.120
12.796,-16.545,13.192
25.155,-22.766,24.848
40.955,-33.519,36.260
58.938,-45.822,40.072
76.266,-57.684,36.996
93.088,-70.204,32.913
109.758,-80.495,29.006
125.297,-86.536,22.617
135.168,-91.248,13.471
139.458,-95.085,6.879
142.297,-96.991,5.011
143.991,-95.515,3.933
144.366,-91.745,2.481
144.369,-86.216,1.827
146.033,-77.036,-1.397
149.038,-68.158,-8.858
150.727,-62.658,-13.773
150.125,-59.047,-11.748
147.093,-57.161,-6.826
140.263,-58.236,-2.184
128.959,-61.682,7.484
116.884,-64.577,26.491
106.057,-64.326,44.750
93.289,-60.131,49.215
77.842,-55.232,40.647
63.310,-49.123,29.095
52.754,-37.938,22.154
45.542,-24.549,20.778
39.445,-10.597,23.597
34.158,3.910,29.136
29.889,17.405,33.034
25.542,29.911,31.396
18.559,38.036,24.681
8.664,40.767,17.070
-1.459,41.724,13.348
-11.598,41.662,13.665
-21.848,41.652,11.985
-32.096,42.120,3.757
-42.239,41.843,-6.789
-50.345,42.352,-16.098
-57.225,43.538,-22.427
-64.775,42.865,-21.227
-72.335,41.783,-15.389
-78.493,41.538,-9.787
-83.779,39.315,-6.188
-88.757,36.614,-6.260
-92.610,34.420,-5.952
-96.634,29.334,-0.140
-99.533,23.093,14.358
-99.288,15.815,34.372
-96.527,8.315,47.448
-89.960,4.027,46.930
-80.509,0.373,35.545
-69.168,0.867,20.237
-57.997,6.865,8.334
-51.388,12.480,2.111
-47.738,18.021,4.115
-46.846,20.380,16.389
-48.825,20.688,30.571
-50.036,22.896,33.271
-49.764,21.880,23.713
-45.372,22.204,10.720
-37.171,29.441,-1.269
-30.011,37.795,-7.706
-24.236,45.959,-8.050
-19.602,54.664,-9.834
-18.345,59.695,-18.076
-21.473,58.068,-30.463
-26.460,49.825,-38.070
-31.369,37.587,-36.261
-35.731,24.973,-25.930
-39.393,10.967,-9.713
-41.270,-2.930,7.041
-38.543,-12.542,20.861
-34.714,-19.796,24.507
-32.506,-23.742,15.267
-28.841,-25.060,-0.850
-22.989,-26.426,-20.612
-14.368,-26.025,-37.001
-4.552,-27.451,-45.120
6.464,-29.666,-46.427
19.672,-30.697,-41.524
31.689,-34.139,-32.802
42.141,-34.586,-22.358
48.452,-32.720,-14.138
50.096,-33.468,-9.441
52.122,-32.727,-4.663
54.333,-31.818,-0.643
56.662,-32.130,2.866
60.121,-32.880,5.319
66.414,-35.995,5.704
75.275,-41.083,6.043
83.077,-49.620,1.655
88.489,-59.779,-6.190
85.350,-69.079,-9.827
73.439,-76.521,-9.457
60.011,-78.924,-5.727
42.674,-76.864,-2.237
24.120,-66.505,-1.561
11.529,-51.115,-0.785
5.110,-37.098,-1.146
6.385,-22.744,-2.362
10.741,-18.293,-0.824
14.480,-22.559,3.538
18.629,-27.648,5.716
17.127,-38.807,1.332
11.811,-48.554,-7.208
7.269,-54.128,-13.733
0.473,-57.955,-14.630
-6.938,-52.979,-13.138
-12.916,-45.708,-15.051
-14.598,-39.982,-22.309
-8.768,-30.715,-31.645
-2.645,-22.188,-38.170
1.300,-14.245,-37.509
5.179,-6.834,-25.595
4.185,-2.746,-8.001
-0.389,2.626,0.861
-8.934,6.581,-2.772
-21.578,6.765,-9.414
-31.385,9.614,-14.095
-38.879,13.525,-18.150
-45.266,16.018,-21.564
-48.625,17.622,-23.183
-48.514,16.248,-22.716
-46.245,15.007,-24.811
-44.459,14.390,-30.401
-43.268,10.593,-32.712
-40.978,6.484,-28.092
-38.535,3.520,-16.807
-38.161,-0.373,-5.986
-37.350,-4.966,-3.100
-34.454,-12.006,-4.761
-28.864,-19.721,-10.063
-20.452,-23.403,-21.507
-12.002,-25.448,-33.294
-1.585,-26.020,-37.001
11.589,-23.014,-29.875
23.766,-19.010,-18.566
33.132,-14.480,-12.450
38.854,-10.751,-16.425
41.795,-9.091,-29.673
43.578,-7.004,-42.163
43.898,-3.572,-44.004
43.860,4.309,-35.382
44.929,16.831,-24.549
46.109,29.718,-17.891
47.299,44.308,-10.509
48.789,59.304,0.287
48.788,73.070,6.870
44.702,84.555,6.710
37.755,88.630,3.402
32.397,89.512,-4.539
28.008,90.117,-19.397
23.288,87.024,-35.647
22.681,83.774,-44.950
26.310,82.094,-43.659
29.904,81.771,-35.282
31.985,83.615,-28.082
31.387,84.085,-23.623
28.911,83.305,-16.129
25.598,85.661,-7.507
20.667,90.128,-4.476
15.363,93.454,-5.222
12.812,97.518,-3.697
14.444,103.477,3.243
16.604,109.192,13.766
17.279,113.624,22.851
17.769,113.520,28.588
16.772,108.843,29.509
13.876,103.368,21.763
9.238,96.239,7.160
3.090,88.483,-3.267
-2.326,83.139,-3.578
-7.314,79.800,-1.393
-13.922,76.178,-3.152
-20.947,70.634,-8.079
-25.196,65.390,-13.482
-27.207,60.494,-16.438
-29.264,53.665,-17.000
-29.063,46.143,-15.730
-26.169,37.268,-12.114
-23.888,27.086,-8.055
-22.475,17.938,-5.971
-22.916,7.738,-5.536
-25.492,-4.407,-0.851
-27.821,-15.871,12.683
-29.743,-24.806,26.118
-29.502,-30.137,28.395
-25.884,-34.821,22.512
-19.140,-38.581,18.322
-9.586,-36.423,15.727
-3.359,-31.950,3.383
-2.589,-30.071,-21.556
-3.868,-32.130,-46.847
-6.775,-37.600,-59.469
-10.769,-41.280,-55.515
-17.454,-43.808,-39.716
-25.917,-46.736,-18.994
-30.989,-45.950,-1.532
-33.829,-41.623,3.951
-37.130,-35.798,-3.694
-39.631,-30.426,-19.163
-41.182,-27.182,-33.695
-43.241,-25.654,-37.248
-47.204,-25.482,-28.011
-52.914,-25.227,-8.789
-59.411,-25.932,14.272
-65.289,-26.250,29.134
-69.445,-24.591,29.820
-72.645,-24.961,16.763
-72.564,-24.492,-3.273
-69.386,-23.354,-17.292
-67.393,-24.382,-21.581
-65.476,-23.609,-21.122
-62.028,-24.766,-19.905
-54.673,-28.323,-18.882
-42.258,-30.162,-14.975
-30.841,-32.026,-3.743
-21.459,-31.688,15.972
-13.126,-29.124,32.585
-8.987,-26.275,30.528
-6.224,-24.625,13.261
-2.334,-26.771,-4.865
